ax,6,14,,,,,
tt,3,4,58,59,61,79,80
tt,4,5,58,59,62,,
tt,5,55,57,58,78,,
tt,5,6,57,60,62,,
tt,7,56,57,60,,,
tt,8,14,54,55,56,57,
tt,9,14,53,54,55,77,
tt,13,53,76,77,,,
tt,12,13,75,76,,,
tt,12,13,15,16,45,49,51
tt,15,49,50,75,,,
tt,14,51,53,,,,
tt,20,51,52,53,54,56,
tt,46,49,50,73,74,,
tt,17,20,44,45,46,71,72
tt,18,19,42,44,70,71,
tt,19,41,42,69,70,,
tt,20,21,41,42,43,,
tt,44,47,48,52,,,
tt,22,24,40,41,43,,
tt,23,40,41,68,69,,
tt,27,37,39,67,68,,
tt,25,39,,,,,
tt,26,37,39,,,,
tt,26,27,29,36,37,38,
tt,28,37,38,66,67,,
tt,31,36,38,65,66,,
tt,30,31,33,35,36,,
tt,31,33,34,35,,,
tt,34,35,36,64,65,,
ap,52,,,,,,
tp,34,35,,,,,
tp,35,64,,,,,
tp,36,,,,,,
tp,38,65,,,,,
tp,38,39,,,,,
tp,66,,,,,,
tp,40,,,,,,
tp,41,,,,,,
tp,42,43,69,,,,
tp,44,70,,,,,
tp,44,47,,,,,
tp,47,48,,,,,
tp,46,48,49,,,,
tp,49,72,73,,,,
tp,52,,,,,,
tp,51,52,,,,,
tp,50,,,,,,
tp,74,75,,,,,
tp,52,53,,,,,
tp,,,,,,,,
tp,54,76,,,,,
tp,55,56,,,,,
tp,57,77,78,,,,
tp,57,,,,,,
tp,60,,,,,,
tp,59,78,79,,,,
tp,62,63,,,,,
tp,62,,,,,,
tp,63,80,81,82,,,
tp,63,,,,,,
tp,,,,,,,,
bs,65,,,,,,
bs,66,,,,,,
bs,67,,,,,,
bs,68,,,,,,
bs,69,,,,,,
bs,70,,,,,,
bs,71,,,,,,
bs,72,,,,,,
bs,73,,,,,,
bs,74,,,,,,
bs,75,,,,,,
bs,76,,,,,,
bs,77,,,,,,
bs,78,,,,,,
bs,79,,,,,,
bs,80,,,,,,
bs,81,,,,,,
bs,82,,,,,,
bs,,,,,,,,
