ax,9,,,,,,,
tt,3,5,29,30,63,64,,
tt,4,5,29,31,64,65,,
tt,5,6,31,33,,,,
tt,6,7,35,65,66,,,
tt,7,33,34,35,,,,
tt,8,11,34,35,37,38,66,67
tt,9,34,36,37,,,,
tt,10,11,13,36,40,42,,
tt,13,17,18,42,44,47,,
tt,12,13,38,39,41,68,69,
tt,13,15,41,43,69,70,,
tt,14,41,42,43,44,45,,
tt,15,16,17,44,45,46,47,48
tt,43,45,46,70,71,,,
tt,17,46,48,72,73,,,
tt,18,20,47,48,49,50,73,74
tt,19,20,49,50,51,52,,
tt,20,22,51,52,53,55,,
tt,21,51,53,75,76,77,,
tt,23,25,54,56,57,77,78,
tt,23,53,54,55,58,,,
tt,24,54,57,58,,,,
tt,25,27,57,58,59,62,,
tt,26,56,57,59,79,,,
tt,27,59,60,79,80,,,
tt,59,60,61,62,,,,
ap,42,,,,,,,
tp,30,31,,,,,,
tp,63,,,,,,,
tp,32,33,,,,,,
tp,65,,,,,,,
tp,34,,,,,,,
tp,35,37,,,,,,
tp,66,,,,,,,
tp,37,39,40,,,,,
tp,38,39,40,,,,,
tp,39,67,68,,,,,
tp,40,41,68,,,,,
tp,41,42,,,,,,
tp,42,43,69,,,,,
tp,44,,,,,,,
tp,45,70,,,,,,
tp,45,47,48,,,,,
tp,46,,,,,,,
tp,48,71,72,,,,,
tp,48,49,52,,,,,
tp,49,,,,,,,
tp,50,52,,,,,,
tp,51,74,75,,,,,
tp,53,75,,,,,,
tp,55,,,,,,,
tp,54,55,76,77,,,,
tp,57,58,77,,,,,
tp,58,,,,,,,
tp,57,78,79,,,,,
tp,58,59,,,,,,
tp,62,,,,,,,
tp,60,62,79,,,,,
tp,61,80,81,,,,,
tp,81,,,,,,,
tp,,,,,,,,,
bs,64,,,,,,,
bs,65,,,,,,,
bs,66,,,,,,,
bs,67,,,,,,,
bs,68,,,,,,,
bs,69,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,76,,,,,,,
bs,77,,,,,,,
bs,78,,,,,,,
bs,79,,,,,,,
bs,80,,,,,,,
bs,81,,,,,,,
bs,,,,,,,,,
