ax,8,31,,,,,,,
tt,3,4,56,58,59,77,78,,
tt,2,4,56,57,58,,,,
tt,2,3,5,56,57,58,76,77,
tt,4,6,55,57,75,76,,,
tt,5,7,34,55,57,75,,,
tt,6,8,10,54,74,75,,,
tt,1,7,9,34,54,,,,
tt,8,10,11,52,53,54,,,
tt,7,9,52,54,73,74,,,
tt,9,13,15,49,50,52,71,72,
tt,13,14,15,16,33,46,47,48,49
tt,11,12,17,33,49,50,51,,
tt,12,15,16,47,48,69,70,,
tt,11,12,14,48,70,71,,,
tt,12,14,45,46,47,66,67,68,
tt,13,18,33,44,45,46,,,
tt,17,19,21,43,44,45,,,
tt,18,20,43,45,65,66,,,
tt,19,22,23,41,42,43,64,65,
tt,18,22,32,42,43,44,,,
tt,20,21,25,32,41,42,,,
tt,20,24,40,41,63,64,,,
tt,23,25,40,41,62,63,,,
tt,22,24,26,40,41,,,,
tt,25,27,28,30,38,39,40,,
tt,26,28,40,61,62,,,,
tt,26,27,29,38,60,61,,,
tt,28,30,35,36,38,,,,
tt,26,29,35,36,37,39,,,
ap,1,51,,,,,,,
tp,21,22,41,42,44,,,,
tp,12,13,17,46,51,,,,
tp,6,8,54,55,,,,,
tp,29,30,36,38,,,,,
tp,29,30,35,37,38,,,,
tp,30,36,39,,,,,,
tp,26,28,29,35,36,39,40,60,
tp,26,30,37,38,40,,,,
tp,23,24,25,26,27,38,39,41,62
tp,20,22,23,24,25,32,40,42,64
tp,20,21,22,32,41,43,,,
tp,18,19,20,21,42,44,45,65,
tp,17,18,21,32,43,45,51,,
tp,16,17,18,19,43,44,46,66,
tp,12,16,17,33,45,47,,,
tp,12,14,16,46,48,68,69,,
tp,12,14,15,47,49,69,70,71,
tp,11,12,13,48,50,71,,,
tp,11,13,49,51,52,53,,,
tp,13,31,33,44,50,53,,,
tp,9,10,11,50,53,72,73,,
tp,9,50,51,52,54,73,,,
tp,7,8,9,10,34,53,74,,
tp,5,6,34,57,75,,,,
tp,2,3,4,58,77,78,,,
tp,3,4,5,6,55,58,76,,
tp,2,3,4,56,57,59,,,
tp,2,58,78,,,,,,
bs,28,38,61,79,,,,,
bs,27,28,60,62,80,,,,
bs,24,27,40,61,63,81,,,
bs,23,24,62,64,82,,,,
bs,20,23,41,63,65,83,,,
bs,19,20,43,64,66,84,,,
bs,16,19,45,65,67,85,,,
bs,16,66,68,86,,,,,
bs,16,47,67,69,87,,,,
bs,14,47,48,68,70,88,,,
bs,14,15,48,69,71,89,,,
bs,11,15,48,49,70,72,90,,
bs,11,52,71,73,91,,,,
bs,10,52,53,72,74,92,,,
bs,7,10,54,73,75,93,,,
bs,5,6,7,55,74,76,94,,
bs,4,5,57,75,77,95,,,
bs,2,4,56,76,78,96,,,
bs,2,56,59,77,97,,,,
