ax,12,,,,,,,
tt,3,4,61,62,84,85,,
tt,4,59,61,83,84,,,
tt,5,58,59,60,,,,
tt,6,58,60,65,,,,
tt,7,56,57,81,82,,,
tt,8,10,55,56,57,80,,
tt,9,55,57,65,66,,,
tt,10,53,54,55,66,,,
tt,11,53,55,79,80,,,
tt,12,13,51,53,78,79,,
tt,13,15,50,53,54,,,
tt,14,49,50,51,52,,,
tt,15,16,48,51,52,75,76,77
tt,16,17,47,48,49,50,,
tt,17,18,45,48,74,75,,
tt,20,45,46,47,48,,,
tt,19,20,44,45,73,74,,
tt,21,23,42,43,44,72,73,
tt,21,43,44,45,46,,,
tt,22,25,40,42,43,,,
tt,23,25,37,39,40,41,42,
tt,24,41,42,71,72,,,
tt,27,39,41,70,71,,,
tt,26,,,,,,,
tt,27,28,33,34,36,37,38,39
tt,30,38,39,69,70,,,
tt,29,30,32,33,35,36,,
tt,30,32,35,63,64,,,
tt,35,36,38,63,67,68,69,
ap,50,,,,,,,
tp,33,35,64,,,,,
tp,34,,,,,,,
tp,37,,,,,,,
tp,36,,,,,,,
tp,38,,,,,,,
tp,39,40,,,,,,
tp,39,69,,,,,,
tp,40,41,70,,,,,
tp,42,,,,,,,
tp,42,71,,,,,,
tp,43,72,,,,,,
tp,44,,,,,,,
tp,45,73,,,,,,
tp,46,73,74,,,,,
tp,47,,,,,,,
tp,50,,,,,,,
tp,49,75,,,,,,
tp,50,52,,,,,,
tp,54,,,,,,,
tp,52,77,78,,,,,
tp,75,76,,,,,,
tp,54,55,79,,,,,
tp,66,,,,,,,
tp,56,66,80,,,,,
tp,57,80,81,,,,,
tp,58,65,,,,,,
tp,59,60,82,,,,,
tp,61,82,83,,,,,
tp,61,62,65,,,,,
tp,62,,,,,,,
tp,85,,,,,,,
tp,64,67,,,,,,
tp,,,,,,,,,
tp,66,,,,,,,
tp,,,,,,,,,
bs,68,,,,,,,
bs,69,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,76,,,,,,,
bs,77,,,,,,,
bs,78,,,,,,,
bs,79,,,,,,,
bs,80,,,,,,,
bs,81,,,,,,,
bs,82,,,,,,,
bs,83,,,,,,,
bs,84,,,,,,,
bs,85,,,,,,,
bs,,,,,,,,,
