ax,27,,,,,,,,
tt,3,4,60,63,64,65,82,83,84
tt,4,5,58,60,80,81,,,
tt,6,58,59,60,61,62,81,,
tt,6,7,54,57,58,79,80,,
tt,27,56,57,58,59,,,,
tt,8,53,54,78,79,,,,
tt,9,27,49,50,51,52,53,54,
tt,10,49,51,77,78,,,,
tt,11,46,49,76,77,,,,
tt,12,45,46,75,76,,,,
tt,13,26,44,45,74,75,,,
tt,14,25,41,43,44,73,74,,
tt,15,24,25,40,41,72,73,,
tt,16,22,24,35,36,37,70,71,
tt,17,22,34,35,69,70,,,
tt,18,22,31,32,34,68,,,
tt,19,20,29,30,32,66,67,,
tt,20,29,66,,,,,,
tt,21,29,30,,,,,,
tt,22,23,30,31,33,,,,
tt,23,31,33,34,35,36,,,
tt,24,33,36,,,,,,
tt,25,36,37,38,40,,,,
tt,26,39,40,41,42,43,,,
tt,27,42,43,44,45,47,48,,
tt,47,48,50,52,56,,,,
ap,48,,,,,,,,
tp,30,66,,,,,,,
tp,31,32,,,,,,,
tp,32,33,34,,,,,,
tp,67,68,,,,,,,
tp,36,,,,,,,,
tp,35,68,69,,,,,,
tp,36,70,,,,,,,
tp,37,,,,,,,,
tp,40,71,72,,,,,,
tp,39,40,,,,,,,
tp,40,42,43,,,,,,
tp,41,72,,,,,,,
tp,43,73,,,,,,,
tp,43,48,,,,,,,
tp,44,,,,,,,,
tp,45,74,,,,,,,
tp,46,47,49,50,,,,,
tp,49,76,,,,,,,
tp,48,49,50,,,,,,
tp,,,,,,,,,,
tp,50,51,77,,,,,,
tp,51,52,,,,,,,
tp,53,77,78,,,,,,
tp,53,54,55,,,,,,
tp,54,78,,,,,,,
tp,55,57,79,,,,,,
tp,56,57,,,,,,,
tp,59,,,,,,,,
tp,58,59,,,,,,,
tp,59,80,,,,,,,
tp,62,,,,,,,,
tp,61,63,81,82,,,,,
tp,62,63,,,,,,,
tp,,,,,,,,,,
tp,64,,,,,,,,
tp,65,,,,,,,,
tp,84,,,,,,,,
bs,67,,,,,,,,
bs,68,,,,,,,,
bs,69,,,,,,,,
bs,70,,,,,,,,
bs,71,,,,,,,,
bs,72,,,,,,,,
bs,73,,,,,,,,
bs,74,,,,,,,,
bs,75,,,,,,,,
bs,76,,,,,,,,
bs,77,,,,,,,,
bs,78,,,,,,,,
bs,79,,,,,,,,
bs,80,,,,,,,,
bs,81,,,,,,,,
bs,82,,,,,,,,
bs,83,,,,,,,,
bs,84,,,,,,,,
bs,,,,,,,,,,
