ax,15,,,,,,,
tt,3,4,62,82,83,,,
tt,4,62,64,,,,,
tt,6,61,62,63,64,,,
tt,6,8,60,61,80,81,,
tt,7,60,61,63,,,,
tt,8,14,59,60,,,,
tt,9,59,60,79,80,,,
tt,10,14,57,59,78,79,,
tt,11,13,56,57,77,78,,
tt,12,54,56,76,77,,,
tt,13,16,52,53,54,55,56,
tt,16,55,56,57,58,,,
tt,15,57,58,59,,,,
tt,16,58,,,,,,
tt,17,20,51,52,55,58,,
tt,18,19,20,21,49,50,52,53
tt,19,53,54,74,75,,,
tt,49,72,73,74,,,,
tt,21,23,49,50,51,,,
tt,23,46,47,48,49,70,71,
tt,23,24,26,43,45,,,
tt,24,45,46,47,48,,,
tt,25,43,44,45,47,69,,
tt,27,42,43,44,67,68,,
tt,30,42,43,,,,,
tt,28,30,40,41,42,67,,
tt,30,32,40,41,66,67,,
tt,30,31,38,39,41,,,
tt,41,42,,,,,,
tt,32,33,35,36,37,38,39,40
tt,33,37,40,65,66,,,
tt,35,37,,,,,,
ap,51,,,,,,,
tp,36,37,,,,,,
tp,37,38,,,,,,
tp,40,,,,,,,
tp,39,,,,,,,
tp,40,41,,,,,,
tp,41,66,,,,,,
tp,42,,,,,,,
tp,43,44,,,,,,
tp,44,45,,,,,,
tp,68,69,,,,,,
tp,46,47,,,,,,
tp,48,,,,,,,
tp,69,70,,,,,,
tp,51,,,,,,,
tp,50,71,72,,,,,
tp,51,52,,,,,,
tp,52,,,,,,,
tp,53,55,,,,,,
tp,54,,,,,,,
tp,56,75,76,,,,,
tp,56,58,,,,,,
tp,57,77,,,,,,
tp,58,59,78,,,,,
tp,,,,,,,,,
tp,60,79,,,,,,
tp,61,63,80,,,,,
tp,62,63,81,,,,,
tp,64,81,82,,,,,
tp,64,,,,,,,
tp,,,,,,,,,
bs,66,,,,,,,
bs,67,,,,,,,
bs,68,,,,,,,
bs,69,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,76,,,,,,,
bs,77,,,,,,,
bs,78,,,,,,,
bs,79,,,,,,,
bs,80,,,,,,,
bs,81,,,,,,,
bs,82,,,,,,,
bs,83,,,,,,,
bs,,,,,,,,,
