ax,5,,,,,,,,
tt,3,4,5,6,20,21,22,24,
tt,4,20,21,23,45,46,,,
tt,6,21,23,24,46,47,,,
tt,6,11,22,25,,,,,
tt,7,22,24,25,26,27,48,,
tt,8,9,26,27,29,30,49,50,51
tt,9,29,51,52,,,,,
tt,10,29,30,32,33,54,55,,
tt,11,13,32,33,34,57,,,
tt,12,28,34,35,38,,,,
tt,13,14,16,35,36,37,38,39,
tt,14,34,35,37,58,59,,,
tt,15,36,37,59,60,,,,
tt,16,17,18,40,60,61,62,,
tt,17,36,39,40,,,,,
tt,18,40,41,42,43,44,,,
tt,41,62,63,,,,,,
ap,28,,,,,,,,
tp,21,23,45,,,,,,
tp,22,23,24,,,,,,
tp,24,25,,,,,,,
tp,46,,,,,,,,
tp,26,47,48,,,,,,
tp,27,28,,,,,,,
tp,27,48,49,,,,,,
tp,28,30,,,,,,,
tp,30,32,,,,,,,
tp,30,31,51,,,,,,
tp,32,,,,,,,,
tp,52,53,54,,,,,,
tp,33,34,,,,,,,
tp,34,55,56,57,,,,,
tp,35,57,,,,,,,
tp,37,38,,,,,,,
tp,37,39,40,60,,,,,
tp,59,,,,,,,,
tp,39,,,,,,,,
tp,,,,,,,,,,
tp,42,,,,,,,,
tp,43,63,,,,,,,
tp,43,44,,,,,,,
tp,44,,,,,,,,
tp,,,,,,,,,,
bs,46,,,,,,,,
bs,47,,,,,,,,
bs,48,,,,,,,,
bs,49,,,,,,,,
bs,50,,,,,,,,
bs,51,,,,,,,,
bs,52,,,,,,,,
bs,53,,,,,,,,
bs,54,,,,,,,,
bs,55,,,,,,,,
bs,56,,,,,,,,
bs,57,,,,,,,,
bs,58,,,,,,,,
bs,59,,,,,,,,
bs,60,,,,,,,,
bs,61,,,,,,,,
bs,62,,,,,,,,
bs,63,,,,,,,,
bs,,,,,,,,,,
