Id,Label,P,C,S,Pi,Psi
-1,bx,0,0,0,0,0
0,bp,0.217391304347826,0,0,0,0.217391304347826
1,ax,-0.757565338616653,0,0,0,-0.757565338616653
2,tt,-0.910737840946616,0,0,0,-0.910737840946616
3,tt,-0.907739294297543,0,0,0,-0.907739294297543
4,tt,-0.898750226906015,0,0,0,-0.898750226906015
5,tt,-0.888108621738518,0,0,0,-0.888108621738518
6,tt,-0.889895040618897,0,0,0,-0.889895040618897
7,tt,-0.873089900608403,0,0,0,-0.873089900608403
8,tt,-0.882604626291596,0,0,0,-0.882604626291596
9,tt,-0.885200363999292,0,0,0,-0.885200363999292
10,tt,-0.883825886651864,0,0,0,-0.883825886651864
11,tt,-0.876833323227713,0,0,0,-0.876833323227713
12,tt,-0.863372286516134,0,0,0,-0.863372286516134
13,tt,-0.877373134391333,0,0,0,-0.877373134391333
14,tt,-0.884843052371845,0,0,0,-0.884843052371845
15,tt,-0.865936319937037,0,0,0,-0.865936319937037
16,tt,-0.85006471600493,0,0,0,-0.85006471600493
17,tt,-0.840651638311785,0,0,0,-0.840651638311785
18,tt,-0.8299401143815,0,0,0,-0.8299401143815
19,tt,-0.828058354502511,0,0,0,-0.828058354502511
20,tt,-0.81478647511609,0,0,0,-0.81478647511609
21,tt,-0.834925471574187,0,0,0,-0.834925471574187
22,ap,1.5279408622417,0.94101499742477,0,2.45482416677733,-0.926883304535631
23,tp,1.71785943183905,0.979321038126606,16.6082179150788,2.55475306770427,-0.836893635865222
24,tp,1.71585409726078,0.977340449192619,16.6025120397089,2.54958630883973,-0.833732211578952
25,tp,1.70532483753934,0.978310399858875,16.6053087281733,2.55211661743484,-0.846791779895496
26,tp,1.6912095833345,0.975353477621114,16.5967687026692,2.54440289959995,-0.85319331626545
27,tp,1.68567731263542,0.978578516283957,16.6060795835292,2.55281605228083,-0.867138739645411
28,tp,1.68199456604128,0.980521049669036,16.6116659768266,2.55788353570194,-0.87588896966066
29,tp,1.6747616384248,0.984047667174207,16.6217577410903,2.56708341657776,-0.892321778152969
30,tp,1.67793840117402,0.978370349058053,16.6054819992956,2.55227300680517,-0.874334605631147
31,tp,1.66797050420655,0.986447098542113,16.6285897474625,2.57334280896214,-0.905372304755587
32,tp,1.67378722586196,0.972212068694061,16.5876486376877,2.53620791166356,-0.862420685801594
33,tp,1.67394524872691,0.982131147399889,16.6162802374399,2.56208379481724,-0.88813854609033
34,tp,1.66586414740807,0.973728238158508,16.5920557619304,2.54016314027568,-0.87429899286761
35,tp,1.67083456356403,0.979203406715442,16.6078797321684,2.5544462028491,-0.883611639285065
36,tp,1.6398564540101,0.965450817853235,16.5678516381192,2.51856984850077,-0.878713394490675
37,tp,1.65368585200826,0.976767096248813,16.6008567554513,2.54809060402483,-0.894404752016564
38,tp,1.65385171741754,0.979947351113466,16.6100182227847,2.55638692929023,-0.902535211872696
39,tp,1.6511645413689,0.976508726502557,16.6001101938528,2.54741659532272,-0.896252053953827
40,tp,1.64611860749023,0.973919973562908,16.5926127415786,2.54066332008752,-0.894544712597286
41,tp,1.64655782957959,0.976935071766509,16.6013418252707,2.54852880146206,-0.901970971882468
42,tp,1.64786184814906,0.983660060243216,16.6206513716242,2.56607226705941,-0.918210418910353
43,tp,1.64514001310613,0.977392441331228,16.6026620601646,2.54972194064017,-0.904581927534039
44,tp,1.64581477574891,0.979227909992197,16.6079500291163,2.55451012450402,-0.908695348755115
45,tp,1.64455534711771,0.978629553495065,16.6062279807465,2.55294919296358,-0.908393845845866
46,tp,1.72389884797767,0.98118729318004,16.6135768476319,2.55962156397593,-0.835722715998263
47,tp,1.72051320439911,0.981285110573966,16.6138572449371,2.55987674003922,-0.83936353564011
48,bs,1.64121561614877,0.988559270767502,16.634580959947,2.57885282892725,-0.937637212778483
49,bs,1.6424697566167,0.988123050146811,16.6333453422201,2.57771486096218,-0.935245104345475
50,bs,1.64028911394148,0.988348830498902,16.6339849921115,2.57830385376911,-0.938014739827631
51,bs,1.64603503729276,0.986622763586866,16.6290887769609,2.57380106605506,-0.9277660287623
52,bs,1.64264284368914,0.987036619618073,16.6302640078485,2.57488069155492,-0.932237847865781
53,bs,1.64637734473045,0.986883846341408,16.6298302795051,2.5744821521771,-0.928104807446652
54,bs,1.65847685814276,0.986704618599188,16.629321238873,2.57401460108157,-0.915537742938811
55,bs,1.65905289260478,0.988912568210495,16.6355810095647,2.57977447534468,-0.9207215827399
56,bs,1.65600796292767,0.990365827869677,16.6396886280559,2.58356559125858,-0.927557628330912
57,bs,1.64405251898266,0.996465604504642,16.6568198407309,2.5994780678253,-0.955425548842646
58,bs,1.65918910088506,0.990476768005709,16.640001684145,2.5838550005961,-0.924665899711034
59,bs,1.67311395213194,0.986837989024676,16.6296997672248,2.57436252427569,-0.901248572143756
60,bs,1.68211978129105,0.985770716098747,16.6266669427712,2.57157833127315,-0.889458549982098
61,bs,1.68968644780415,0.985255972448607,16.6252018703022,2.57023552041942,-0.880549072615277
62,bs,1.69732928827245,0.986264573502663,16.6280708231218,2.57286665621313,-0.875537367940674
63,bs,1.70136257394721,0.988295391006767,16.6338336453926,2.57816444626008,-0.876801872312873
64,bs,1.7033552750034,0.988768039392683,16.6351719834274,2.57939744327214,-0.876042168268742
65,bs,1.7048226028484,0.988933399112805,16.6356399753867,2.57982881688285,-0.87500621403445
66,ms,1.61614450172163,1,0,2.60869823913043,-0.992553737408805
