Label,x,y,ID
ax,768.818804483188,1720.4501867995,1
tt,1259.77770859278,866.054171855542,2
tt,1093.99937733499,948.943337484433,3
tt,988.793897882939,933.003113325031,4
tt,893.152552926526,1047.77272727273,5
tt,587.100249066003,1028.64445828144,6
tt,437.262141967621,1143.41407222914,7
tt,296.988169364882,1274.12391033624,8
tt,216.13028894768,1481.63340656395,9
tt,370.313200498132,1382.51743462017,10
tt,475.518679950187,1328.32067247821,11
tt,341.620797011208,1615.24470734745,12
tt,166.278331257783,1736.3904109589,13
tt,494.64694894147,1675.81755915318,14
tt,583.518961274032,1816.12157120822,15
tt,481.894769613948,1902.16874221669,16
tt,603.040473225405,2042.44271481943,17
tt,970.605335961583,2173.23553299336,18
tt,813.423034500353,2119.34445820665,19
ap,685.929638854297,1522.79140722291,20
tp,1043,2082,21
tp,962,2051,22
tp,920,2114,23
tp,808,1987,24
tp,707,2050,25
tp,703.147527889082,1912.74464424346,26
tp,647.93434329752,1811.52047249226,27
tp,586,1911,28
tp,516.803029892561,1763.20893597464,29
tp,354,1905,30
tp,419,1743,31
tp,263.284979386049,1787.01616368863,32
tp,456.394664038417,1614.11563208127,33
tp,253,1647,34
tp,155,1600,35
tp,393.521743453925,1542.260865699,36
tp,368.821667510018,1472.65156076617,37
tp,295,1367,38
tp,472.11289418454,1414.26956308057,39
tp,400,1261,40
tp,542,1338,41
tp,532,1245,42
tp,528,1138,43
tp,619,1260,44
tp,665,1126,45
tp,775,957,46
tp,779.741112758661,1084.18673001198,47
tp,904,891,48
tp,1027,838,49
tp,877,1134,50
tp,1056,1022,51
tp,999,1098,52
tp,1366,801,53
tp,1228,999,54
tp,1342,917,55
tp,1164.13636363636,837.361768368618,56
bs,1044.70556379331,2233.86299212841,57
bs,890,2196,58
bs,744,2160,59
bs,554,2098,60
bs,362,2057,61
bs,176,1976,62
bs,101,1816,63
bs,61,1650,64
bs,72,1477,65
bs,185,1319,66
bs,306,1136,67
bs,470,1011,68
bs,604.595119701862,918.02258275297,69
bs,723.604576522508,810.240433179555,70
bs,902.984184308842,726.373723536738,71
bs,1057.9638469066,694.412046745626,72
bs,1168.08306366692,724.234006116541,73
bs,1277,714,74
bp,949.306309193129,1436.53092714124,0
bx,1052.83103030231,1618.27432642179,-1
mc,971.234009551411,2355.22777029776,75
mc,793.13282537206,2299.65437348426,76
mc,629.54073533621,2243.82455126894,77
mc,423.700038824323,2154.1195044564,78
mc,224.121180204826,2090.42019920205,79
mc,34.5683408602728,1987.16084476188,80
mc,-40.4118818989321,1804.59130504321,81
mc,-77.0061259128036,1617.1094561712,82
mc,-59.2245114011432,1423.07777572887,83
mc,64.0623360116862,1244.82749773761,84
mc,204.065676238092,1037.32440878304,85
mc,391.336068576686,892.934490405357,86
mc,550.262207878196,786.967581491757,87
mc,696.832290752111,670.918061044126,88
mc,911.566690608465,584.762215358795,89
mc,1111.24525424279,524.536536986791,90
mc,1279.43076056957,572.623238395852,91
mc,1437.82671311502,600.829428426928,92
air,1038.81387710464,2517.54450840894,-257
air,825.875505443023,2472.4018159294,-258
air,629.575289474284,2419.64764638326,-259
air,384.433351475873,2325.50179418975,-260
air,156.607078029175,2252.7643028122,-261
air,-57.8059746668943,2136.76280932269,-262
air,-155.341259199673,1937.65144258571,-263
air,-210.924165665522,1731.03803291275,-264
air,-209.20974521631,1514.82847930642,-265
air,-98.6426808388433,1311.46712154534,-266
air,30.7689809922371,1067.02318630723,-267
air,215.684564457063,885.168470183881,-268
air,379.4327546389,745.361573806213,-269
air,537.911245197998,595.699291780371,-270
air,776.238013098126,472.512890136462,-271
air,1022.44102917533,415.922182667659,-272
air,1235.55446496567,428.458267125915,-273
air,1436.13181629776,444.128372698734,-274
