ax,21,,,,,,,,,
tt,4,5,6,54,55,79,80,,,
tt,4,5,55,58,,,,,,
tt,55,80,,,,,,,,
tt,6,54,55,57,58,59,60,,,
tt,7,8,53,54,56,57,,,,
tt,10,54,77,78,,,,,,
tt,9,51,53,56,,,,,,
tt,10,12,48,50,51,,,,,
tt,48,51,76,77,,,,,,
tt,12,13,14,47,48,75,,,,
tt,13,47,48,50,52,,,,,
tt,14,16,46,47,49,52,,,,
tt,45,46,47,73,74,,,,,
tt,16,17,18,19,41,42,44,45,46,61
tt,21,36,41,46,49,,,,,
tt,18,19,43,44,61,69,70,71,,
tt,44,45,71,72,,,,,,
tt,20,27,42,43,61,,,,,
tt,27,40,42,43,66,67,,,,
tt,22,36,38,39,41,,,,,
tt,24,35,37,38,39,40,64,65,,
tt,24,25,26,34,37,63,64,,,
tt,26,33,34,35,37,,,,,
tt,26,30,31,32,34,62,63,,,
tt,,,,,,,,,,,
tt,39,40,42,66,,,,,,
ap,36,,,,,,,,,
tp,30,32,,,,,,,,
tp,31,32,,,,,,,,
tp,33,34,,,,,,,,
tp,62,,,,,,,,,
tp,34,35,37,,,,,,,
tp,37,63,,,,,,,,
tp,37,38,,,,,,,,
tp,41,49,,,,,,,,
tp,38,64,,,,,,,,
tp,39,,,,,,,,,
tp,40,41,42,,,,,,,
tp,65,66,,,,,,,,
tp,42,,,,,,,,,
tp,43,61,,,,,,,,
tp,61,67,68,69,,,,,,
tp,45,61,71,,,,,,,
tp,46,72,73,,,,,,,
tp,47,49,,,,,,,,
tp,74,75,,,,,,,,
tp,50,51,75,76,,,,,,
tp,52,,,,,,,,,
tp,52,,,,,,,,,
tp,53,77,,,,,,,,
tp,,,,,,,,,,,
tp,54,56,77,,,,,,,
tp,55,78,79,,,,,,,
tp,58,80,,,,,,,,
tp,57,,,,,,,,,
tp,59,,,,,,,,,
tp,60,,,,,,,,,
tp,60,,,,,,,,,
tp,,,,,,,,,,,
tp,,,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,66,,,,,,,,,
bs,67,,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,71,,,,,,,,,
bs,72,,,,,,,,,
bs,73,,,,,,,,,
bs,74,,,,,,,,,
bs,75,,,,,,,,,
bs,76,,,,,,,,,
bs,77,,,,,,,,,
bs,78,,,,,,,,,
bs,79,,,,,,,,,
bs,80,,,,,,,,,
bs,,,,,,,,,,,
