Source,Target,flow,value
1,12,u,0.121737875100321
1,27,u,0.0220783869090808
-1,1,u,0.143816262009402
3,2,u,0.00636974720922534
4,2,u,0.0042277566615665
2,28,u,0.0013508298833484
2,29,u,0.000177219945148499
2,30,u,0.000492004960745085
2,63,u,0.00455739051969513
2,64,u,0.00402005856185519
3,4,u,0.00214199054765885
6,3,u,0.010561582533367
3,29,u,0.000814194666071044
3,30,u,0.00112897968166763
3,31,u,0.000106670428744593
5,4,u,0.00634369305360982
4,30,u,0.000914780626901735
31,4,u,0.000107528626021258
4,32,u,0.000180147424748167
4,65,u,0.00327052751407377
6,5,u,0.00635988002741605
7,5,u,0.0024906756806089
5,32,u,0.000814516730109105
34,5,u,0.000855343799761466
5,66,u,0.00254768972406763
6,7,u,0.00386920434680715
11,6,u,0.0218743419716176
6,32,u,0.00145050473285071
33,6,u,0.000147473871804582
34,6,u,0.00021935579701986
8,7,u,0.00360235276895049
34,7,u,0.000606276231700598
35,7,u,0.000248447122291351
7,66,u,0.00279675729212854
7,67,u,0.00303884749701258
8,10,u,0.00838253189639138
11,8,u,0.0221411935494743
8,35,u,0.000111788154603687
37,8,u,0.000462652711725786
8,38,u,0.00189689148370116
8,67,u,0.00339908277390766
8,68,u,0.0052111991836457
10,9,u,0.0242465946254274
13,9,u,0.0430981689595907
9,14,u,0.0506234521667116
9,41,u,0.00166058126605999
9,42,u,0.00137449779215264
9,43,u,0.00317159692676743
9,44,u,0.00461568718444849
9,70,u,0.00589894824887836
13,10,u,0.0188515743341633
37,10,u,0.00130090590136493
10,38,u,0.00105863829406201
10,39,u,0.00052116236301516
10,40,u,0.00270861684941637
12,11,u,0.0523118298025751
11,33,u,0.00203996032535718
11,34,u,0.0019680784001419
11,35,u,0.00232590750955111
11,36,u,0.00021088140321095
11,37,u,0.00175146664322163
12,13,u,0.0639839809142775
12,36,u,0.00544206438346846
36,13,u,0.000956333707959312
13,37,u,0.000584251532051372
13,39,u,0.00240631979643147
14,15,u,0.020407005968442
14,16,u,0.0276813342868827
43,14,u,0.00189074828990372
44,14,u,0.000446658032222658
14,45,u,0.000939914071127213
14,72,u,0.0039326041623859
15,17,u,0.015216761838645
45,15,u,0.00110078652571701
15,46,u,0.000953167364081731
15,72,u,0.00189190356554172
15,73,u,0.00344595972589152
16,17,u,0.0079424335202043
16,18,u,0.020096329177191
16,46,u,0.000225734532237665
47,16,u,0.00128773781948519
16,48,u,0.000704574876735631
17,19,u,0.0169576486898604
46,17,u,0.000568508819782787
48,17,u,8.96684752847765e-05
17,49,u,0.00134941327844915
17,73,u,0.00192428354202701
17,74,u,0.00358602714358036
18,19,u,0.00480375303287373
18,21,u,0.014398653785106
48,18,u,0.00130505804098346
18,49,u,0.000134023712750508
18,50,u,0.00104588235704739
18,52,u,0.00101907433039723
19,20,u,0.0136010161378119
49,19,u,0.000346351590536909
19,50,u,0.000565507053760017
19,51,u,0.00188692251166476
19,74,u,0.00189026227459435
19,75,u,0.00416404533543897
21,20,u,0.00400611538557971
20,23,u,0.00965605168109107
50,20,u,0.000794594560021178
20,51,u,0.000526820897883518
20,53,u,0.00102689630167232
20,54,u,5.11631683960623e-05
