ax,19,,,,,,,,,
tt,3,4,27,28,,,,,,
tt,5,27,28,30,32,33,60,,,
tt,5,7,29,30,33,34,35,,,
tt,6,7,33,35,61,,,,,
tt,7,35,61,62,,,,,,
tt,8,34,35,38,62,,,,,
tt,9,34,36,38,39,,,,,
tt,10,12,36,37,39,40,41,42,,
tt,11,39,40,63,64,,,,,
tt,12,40,42,64,65,,,,,
tt,13,14,41,42,43,65,,,,
tt,14,16,43,44,66,,,,,
tt,15,16,18,44,47,48,,,,
tt,16,17,46,47,70,71,,,,
tt,44,46,67,68,,,,,,
tt,21,47,49,71,72,,,,,
tt,19,31,41,48,52,,,,,
tt,20,21,48,49,50,51,52,,,
tt,21,22,23,50,51,53,54,55,74,75
tt,49,50,72,73,74,,,,,
tt,23,24,54,55,56,58,,,,
tt,24,25,54,57,58,76,77,,,
tt,25,57,58,,,,,,,
tt,57,,,,,,,,,
ap,52,,,,,,,,,
tp,28,29,30,,,,,,,
tp,32,59,,,,,,,,
tp,30,34,,,,,,,,
tp,33,,,,,,,,,
tp,37,41,52,,,,,,,
tp,59,60,,,,,,,,
tp,60,61,,,,,,,,
tp,35,38,,,,,,,,
tp,61,62,,,,,,,,
tp,37,39,,,,,,,,
tp,41,,,,,,,,,
tp,39,62,63,,,,,,,
tp,40,63,,,,,,,,
tp,41,42,64,,,,,,,
tp,42,45,,,,,,,,
tp,43,65,,,,,,,,
tp,44,65,66,,,,,,,
tp,45,46,66,67,,,,,,
tp,47,48,,,,,,,,
tp,68,69,70,,,,,,,
tp,48,49,71,,,,,,,
tp,49,,,,,,,,,
tp,50,72,,,,,,,,
tp,51,73,,,,,,,,
tp,52,53,56,,,,,,,
tp,,,,,,,,,,,
tp,55,56,,,,,,,,
tp,55,58,75,76,,,,,,
tp,56,58,,,,,,,,
tp,,,,,,,,,,,
tp,58,77,,,,,,,,
tp,,,,,,,,,,,
bs,60,,,,,,,,,
bs,61,,,,,,,,,
bs,62,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,66,,,,,,,,,
bs,67,,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,71,,,,,,,,,
bs,72,,,,,,,,,
bs,73,,,,,,,,,
bs,74,,,,,,,,,
bs,75,,,,,,,,,
bs,76,,,,,,,,,
bs,77,,,,,,,,,
bs,,,,,,,,,,,
