ax,14,33,,,,,,,,
tt,3,72,73,91,92,,,,,
tt,2,4,71,72,90,91,,,,
tt,3,5,70,71,,,,,,
tt,4,6,69,70,71,,,,,
tt,5,7,66,68,69,70,87,88,,
tt,6,8,9,66,67,68,,,,
tt,7,9,13,64,65,66,67,,,
tt,7,8,10,13,64,66,86,,,
tt,9,11,13,63,64,85,86,,,
tt,10,12,14,62,63,84,85,,,
tt,11,15,61,62,83,84,,,,
tt,8,9,10,14,63,64,65,,,
tt,1,11,13,15,62,63,65,,,
tt,12,14,16,36,60,61,,,,
tt,15,17,59,60,61,82,83,,,
tt,16,18,22,36,57,58,59,60,,
tt,17,35,56,57,58,59,81,82,,
tt,21,35,54,55,80,81,,,,
tt,21,22,53,55,56,57,,,,
tt,19,20,23,24,34,35,52,53,54,55
tt,17,20,36,57,,,,,,
tt,21,34,49,50,51,79,80,,,
tt,21,32,46,50,52,,,,,
tt,32,47,48,49,51,77,78,,,
tt,27,30,31,42,43,44,47,75,76,77
tt,26,28,32,43,44,45,47,48,,
tt,27,40,41,43,44,45,,,,
tt,30,37,38,39,40,41,,,,
tt,26,29,31,39,41,42,43,,,
tt,26,30,39,42,74,75,,,,
tt,24,25,27,45,46,48,49,50,,
ap,1,60,,,,,,,,
tp,21,23,50,52,54,,,,,
tp,18,19,21,54,56,81,,,,
tp,15,17,22,57,58,60,,,,
tp,29,38,39,,,,,,,
tp,29,37,40,41,,,,,,
tp,29,30,31,37,42,,,,,
tp,28,29,38,41,,,,,,
tp,28,29,30,38,40,44,,,,
tp,26,30,31,39,43,75,,,,
tp,26,27,28,30,42,44,,,,
tp,26,27,28,41,43,45,47,
tp,27,28,32,44,48,,,,,
tp,24,32,48,,,,,,,
tp,25,26,27,44,48,77,,,,
tp,25,27,32,45,46,47,49,,,
tp,23,25,32,48,50,51,,,,
tp,23,24,32,34,49,52,,,,
tp,23,25,49,78,,,,,,
tp,21,24,34,50,53,,,,,
tp,20,21,52,,,,,,,
tp,19,21,34,35,55,79,80,,,
tp,19,20,21,54,56,,,,,
tp,18,20,35,55,57,58,,,,
tp,17,18,20,22,36,56,58,,,
tp,17,18,36,56,57,59,,,,
tp,16,17,18,58,60,82,,,,
tp,15,16,17,33,36,59,61,,,
tp,12,15,16,60,62,83,,,,
tp,11,12,14,61,63,65,,,,
tp,10,11,13,14,62,64,85,,,
tp,8,9,10,13,63,65,66,85,86,
tp,8,13,14,62,64,,,,,
tp,6,7,8,9,64,67,68,86,87,
tp,7,8,66,68,,,,,,
tp,6,7,66,67,70,,,,,
tp,5,6,71,88,89,90,,,,
tp,4,5,6,68,71,,,,,
tp,3,4,5,69,70,72,90,,,
tp,2,3,71,73,91,,,,,
tp,2,72,92,,,,,,,
bs,31,75,93,,,,,,,
bs,26,31,42,74,76,94,,,,
bs,26,75,77,95,,,,,,
bs,25,26,47,76,78,96,,,,
bs,25,51,77,79,97,,,,,
bs,23,54,78,80,98,,,,,
bs,19,23,54,79,81,99,,,,
bs,18,19,35,80,82,100,,,,
bs,16,18,59,81,83,101,,,,
bs,12,16,61,82,84,102,,,,
bs,11,12,83,85,103,,,,,
bs,10,11,63,64,84,86,104,,,
bs,9,10,64,66,85,87,105,,,
bs,6,66,86,88,106,,,,,
bs,6,69,87,89,107,,,,,
bs,69,88,90,108,,,,,,
bs,3,69,71,89,91,109,,,,
bs,2,3,72,90,92,110,,,,
bs,2,73,91,111,,,,,,
