Label,x,y,ID
ax,901.2962529274,1090.14871194379,1
tt,1410.8981264637,730.429742388759,2
tt,1273.00585480094,832.350117096019,3
tt,1273.00585480094,724.434426229509,4
tt,1132.11592505855,757.408665105387,5
tt,1009.21194379391,853.333723653396,6
tt,892.303278688525,991.22599531616,7
tt,915.955503512881,759.469086651054,8
tt,745.418032786885,943.263466042155,9
tt,739.422716627635,766.401639344263,10
tt,583.544496487119,916.284543325527,11
tt,463.638173302108,865.324355971898,12
tt,220.827868852459,931.272833723654,13
tt,271.788056206089,1057.17447306792,14
tt,454.645199063232,1051.17915690867,15
tt,379.7037470726,1192.06908665105,16
tt,337.736533957845,1341.95199063232,17
tt,517.596018735363,1261.01522248244,18
tt,580.545667447307,1566.36932084309,19
tt,493.614754098361,1494.83255269321,20
tt,735.792505854801,1522.2868852459,21
tt,676.471896955503,1431.88173302108,22
tt,853.333723653396,1527.80679156909,23
tt,769.399297423888,1692.67798594848,24
tt,1021.20257611241,1668.69672131148,25
tt,1280.11475409836,1857.69672131148,26
tt,988.228337236534,1791.60070257611,27
tt,1117.12763466042,1839.56323185012,28
tt,1147.10421545667,1638.72014051522,29
ap,790.382903981264,1198.0644028103,30
tp,1074,1701,31
tp,943,1581,32
tp,925.562580829161,1711.10612738511,33
tp,802.61114249516,1567.02241058745,34
tp,666,1630,35
tp,618.183984994159,1499.78334274855,36
tp,580,1350,37
tp,459,1394,38
tp,422,1275,39
tp,474,1193,40
tp,253,1155,41
tp,398,1128,42
tp,503,1095,43
tp,382,1001,44
tp,325,925,45
tp,513,972,46
tp,304,834,47
tp,633,990,48
tp,589,825,49
tp,837.191234526598,813.944850791701,50
tp,862,897,51
tp,1092,825,52
tp,1211,768,53
tp,1176,826,54
tp,1332,765,55
tp,1456,790,56
tp,1317,1674,57
tp,1251,1645,58
tp,1213.03278688525,1767.61522248244,59
bs,1183,1914,60
bs,1034,1865,61
bs,870,1830,62
bs,678,1773,63
bs,514,1627,64
bs,360,1500,65
bs,246,1345,66
bs,136,1198,67
bs,95,1038,68
bs,147,908,69
bs,193,779,70
bs,326,709,71
bs,502,715,72
bs,678,710,73
bs,853,699,74
bs,1019,708,75
bs,1178,680,76
bs,1314,661,77
bs,1459,681,78
bp,898.705854800937,1292.29156908665,0
bx,1053.95269320843,1188.79367681499,-1
mc,1104.05610888188,2026.25356201462,79
mc,929.91658257156,1954.44071973244,80
mc,747.983056053235,1892.8081644353,81
mc,544.833201696071,1806.16027682817,82
mc,376.768375755268,1626.30614339206,83
mc,225.108825147725,1474.75379084273,84
mc,117.0182256545,1298.13101220929,85
mc,14.051673767936,1135.05871101544,86
mc,-18.1639753180481,960.36679305828,87
mc,43.2001730226523,818.230316646919,88
mc,99.7342473723009,678.329748601543,89
mc,243.607095804532,599.252975128817,90
mc,429.118414955122,598.718983960468,91
mc,619.823647658164,585.707956175633,92
mc,816.271037967926,566.772985067777,93
mc,1007.93196262506,571.213675104173,94
mc,1200.55871594242,544.633444068083,95
mc,1365.11948953417,533.643029560192,96
mc,1537.94389111812,568.74643798538,97
air,1158.51873165085,2187.37276385803,-260
air,943.162952520981,2123.99928827055,-261
air,721.468618135222,2060.80387587885,-262
air,480.508616284484,1963.60208256336,-263
air,275.613997794981,1763.02982934661,-264
air,101.115422505931,1591.16345789337,-265
air,-24.2719742075055,1392.80230619266,-266
air,-138.161985916479,1210.93081581693,-267
air,-178.63896177905,1016.69931654048,-268
air,-122.556257494706,856.314174430441,-269
air,-69.2112735557826,697.899762394839,-270
air,73.5442788791108,601.305481139053,-271
air,259.484375726587,586.476957308677,-272
air,452.943558120545,552.896217461455,-273
air,657.156556718957,506.705054036296,-274
air,863.043272030699,482.147172874749,-275
air,1081.70628623387,422.979531537883,-276
air,1275.18458269035,389.29176696604,-277
air,1483.48126834915,407.627236141974,-278
