ax,16,,,,,,,,,
tt,3,4,5,26,28,51,52,,,
tt,4,5,8,21,22,25,26,27,28,
tt,6,28,31,52,53,,,,,
tt,21,26,51,,,,,,,
tt,7,8,9,29,31,32,54,55,,
tt,8,11,29,30,32,,,,,
tt,25,27,29,31,,,,,,
tt,10,11,32,55,56,,,,,
tt,11,12,33,56,57,,,,,
tt,12,15,23,24,30,32,33,34,,
tt,13,33,34,35,37,38,58,,,
tt,14,35,36,38,59,60,,,,
tt,15,36,37,38,39,40,41,42,63,64
tt,16,23,40,42,43,44,45,66,,
tt,17,44,45,46,47,48,67,,,
tt,18,19,46,47,48,49,68,69,,
tt,19,49,50,69,70,,,,,
tt,50,70,,,,,,,,
ap,23,,,,,,,,,
tp,26,,,,,,,,,
tp,25,26,,,,,,,,
tp,24,34,40,45,,,,,,
tp,30,,,,,,,,,
tp,27,29,,,,,,,,
tp,28,51,,,,,,,,
tp,28,31,,,,,,,,
tp,31,52,,,,,,,,
tp,30,31,,,,,,,,
tp,32,,,,,,,,,
tp,53,54,,,,,,,,
tp,55,,,,,,,,,
tp,34,57,58,,,,,,,
tp,37,40,,,,,,,,
tp,37,38,58,59,,,,,,
tp,38,39,60,61,,,,,,
tp,38,40,,,,,,,,
tp,,,,,,,,,,,
tp,39,61,62,63,,,,,,
tp,42,45,,,,,,,,
tp,42,64,65,,,,,,,
tp,43,65,,,,,,,,
tp,44,65,66,,,,,,,
tp,46,47,66,67,,,,,,
tp,,,,,,,,,,,
tp,47,67,68,,,,,,,
tp,48,68,,,,,,,,
tp,49,,,,,,,,,
tp,50,,,,,,,,,
tp,70,,,,,,,,,
bs,52,,,,,,,,,
bs,53,,,,,,,,,
bs,54,,,,,,,,,
bs,55,,,,,,,,,
bs,56,,,,,,,,,
bs,57,,,,,,,,,
bs,58,,,,,,,,,
bs,59,,,,,,,,,
bs,60,,,,,,,,,
bs,61,,,,,,,,,
bs,62,,,,,,,,,
bs,63,,,,,,,,,
bs,64,,,,,,,,,
bs,65,,,,,,,,,
bs,66,,,,,,,,,
bs,67,,,,,,,,,
bs,68,,,,,,,,,
bs,69,,,,,,,,,
bs,70,,,,,,,,,
bs,,,,,,,,,,,
