Label,x,y,ID
ax,1680.68735362998,1138.1112412178,1
tt,1676.27588046909,1646.27109736152,2
tt,1896.518735363,1569.77400468384,3
tt,2016.42505854801,1467.85362997658,4
tt,2090.14378152873,1188.64623759954,5
tt,2190.4201452216,1277.98336161682,6
tt,2193.2868852459,1045.18384074942,7
tt,2343.16978922717,1069.16510538642,8
tt,2418.1112412178,739.422716627635,9
tt,2438.37624453486,853.176220881587,10
tt,2256.23770491803,814.364168618268,11
tt,2073.38056206089,856.331381733022,12
tt,2205.2775175644,679.469555035129,13
tt,2298.20491803279,610.523419203748,14
tt,2019.42271662763,646.495316159251,15
tt,1836.56557377049,799.375878220141,16
tt,1695.6756440281,913.286885245902,17
tt,1536.79976580796,958.251756440281,18
tt,1389.91451990632,1006.21428571429,19
tt,1569.77400468384,1087.15105386417,20
tt,1905.99991365638,988.093510213806,21
ap,1776.61241217799,1246.02693208431,22
tp,1610,991,23
tp,1698,989,24
tp,1812,900,25
tp,1888,837,26
tp,1979,738,27
tp,2101,678,28
tp,2235,598,29
tp,2177,759,30
tp,2356,572,31
tp,2063,930,32
tp,2314,693,33
tp,2192,911,34
tp,2332,906,35
tp,2080,1071,36
tp,2221,1157,37
tp,2116,1336,38
tp,2041,1294,39
tp,1968,1248,40
tp,1905,1446,41
tp,1788,1657,42
tp,1803,1428,43
tp,1738,1555,44
tp,1642,1544,45
tp,1318.92738439997,1064.6681879429,46
tp,1489,1032,47
bs,1874.9673623408,1790.91215529426,48
bs,1975.28176493508,1669.97278332529,49
bs,2084.26051684698,1563.44116863889,50
bs,2174.069056724,1454.83549250855,51
bs,2255.52331382176,1310.72411456636,52
bs,2407.98897454321,1149.90417106565,53
bs,2483.17751955652,978.641374090873,54
bs,2512.00460491426,784.404299473138,55
bs,2481.93880644753,648.647204310206,56
bs,2438.07882185643,506.62439706283,57
bs,2269.94089852688,493.396782662338,58
bs,2094.11279213213,552.878161645424,59
bs,1930.66996501699,612.221797918244,60
bs,1786.26711675313,701.237252327473,61
bs,1633.95178365289,802.121433991266,62
bs,1483.33016888232,881.063884657761,63
bs,1371.1357447746,920.504925804337,64
bs,1232.53657773239,980.859213910203,65
bp,1685.39191353207,1350.91162612072,0
bx,1566.88348371323,1261.57450210344,-1
mc,1917.45882950435,1939.9121009405,66
mc,2060.8492844802,1799.1420837925,67
mc,2201.18689207117,1665.10104942391,68
mc,2309.78885946348,1529.57934662811,69
mc,2404.16984027372,1354.43588366873,70
mc,2561.75545852065,1168.94037314243,71
mc,2638.08602369645,975.500684768219,72
mc,2664.76798825116,758.522697981844,73
mc,2630.90728402648,606.045546219207,74
mc,2581.39474634917,447.742698963321,75
mc,2405.77569519538,418.862115571649,76
mc,2221.75864746867,465.054222997147,77
mc,2046.66804099077,509.503956455953,78
mc,1888.44290494631,584.76143126836,79
mc,1712.17610434561,668.377408941715,80
mc,1522.2774843855,731.098504654949,81
mc,1374.04225981948,765.591850970137,82
mc,1190.04511056884,831.859268263966,83
air,2097.56468800245,2006.496164315,-248
air,2252.65835673207,1808.13305496752,-249
air,2388.44282026516,1622.59487202575,-250
air,2483.88650478158,1448.57584265767,-251
air,2556.69841910756,1237.78859308844,-252
air,2693.35653937013,1029.10935626833,-253
air,2748.34622992872,818.293036473316,-254
air,2750.71694489861,586.812667372061,-255
air,2697.35812024946,425.890490430969,-256
air,2627.42758651206,261.322379825802,-257
air,2430.67900070182,228.464155667533,-258
air,2227.37796030232,273.116782449259,-259
air,2028.86668472153,318.311201687965,-260
air,1846.764952148,397.319424206606,-261
air,1635.69625643069,492.245666703959,-262
air,1400.82351814944,582.368911613332,-263
air,1221.25690167109,649.281094389906,-264
air,1009.93925207074,765.275204889467,-265
