ax,8,,,,,,
tt,3,4,58,59,60,78,79
tt,4,56,58,77,78,,
tt,5,54,56,57,75,76,77
tt,6,54,55,57,,,
tt,7,8,51,52,53,54,55
tt,9,50,52,53,74,,
tt,9,10,51,52,,,
tt,10,11,48,49,50,52,73
tt,11,17,43,47,51,,
tt,12,43,44,46,48,49,
tt,13,46,48,71,72,,
tt,14,45,46,70,71,,
tt,15,45,69,70,,,
tt,19,42,44,45,68,69,
tt,17,18,41,42,43,44,
tt,40,41,43,47,,,
tt,19,20,39,41,42,67,
tt,20,42,67,68,,,
tt,21,22,39,66,67,,
tt,22,23,35,36,37,65,66
tt,23,36,37,38,39,,
tt,24,25,33,34,35,36,
tt,25,26,31,33,,,
tt,27,31,32,33,34,63,64
tt,27,29,30,31,,,
tt,29,30,32,62,,,
ap,47,,,,,,
tp,30,61,62,,,,
tp,31,32,,,,,
tp,32,33,,,,,
tp,62,63,,,,,
tp,34,,,,,,
tp,35,64,,,,,
tp,36,64,65,,,,
tp,37,,,,,,
tp,39,,,,,,
tp,39,40,41,,,,
tp,41,66,,,,,
tp,41,47,,,,,
tp,42,43,,,,,
tp,44,68,,,,,
tp,44,47,,,,,
tp,45,46,,,,,
tp,46,69,70,,,,
tp,48,,,,,,
tp,51,,,,,,
tp,49,72,73,,,,
tp,73,,,,,,
tp,52,73,74,,,,
tp,52,,,,,,
tp,53,,,,,,
tp,54,74,75,,,,
tp,75,,,,,,
tp,57,75,,,,,
tp,57,58,60,77,,,
tp,,,,,,,,
tp,60,78,,,,,
tp,60,79,,,,,
tp,,,,,,,,
bs,62,,,,,,
bs,63,,,,,,
bs,64,,,,,,
bs,65,,,,,,
bs,66,,,,,,
bs,67,,,,,,
bs,68,,,,,,
bs,69,,,,,,
bs,70,,,,,,
bs,71,,,,,,
bs,72,,,,,,
bs,73,,,,,,
bs,74,,,,,,
bs,75,,,,,,
bs,76,,,,,,
bs,77,,,,,,
bs,78,,,,,,
bs,79,,,,,,
bs,,,,,,,,
