ax,20,21,,,,,,,
tt,3,42,44,45,48,,,,
tt,4,41,42,43,44,48,49,,
tt,5,6,38,39,40,41,49,50,51
tt,6,7,36,37,38,39,40,,
tt,7,37,38,51,52,,,,
tt,8,11,12,21,32,34,35,36,37
tt,10,34,35,37,53,54,,,
tt,10,11,14,31,33,55,56,,
tt,11,35,54,55,,,,,
tt,12,13,30,33,34,35,,,
tt,15,21,26,27,28,30,32,34,
tt,14,15,28,29,30,33,59,,
tt,29,31,33,58,,,,,
tt,16,27,28,59,60,,,,
tt,17,21,25,26,27,60,61,,
tt,18,21,23,24,25,61,62,,
tt,19,20,23,47,63,,,,
tt,20,46,47,64,65,,,,
tt,21,23,24,46,47,,,,
tt,24,25,26,32,36,,,,
ap,36,,,,,,,,
tp,24,47,62,,,,,,
tp,25,,,,,,,,
tp,26,62,,,,,,,
tp,27,32,,,,,,,
tp,28,30,32,60,61,,,,
tp,29,30,59,,,,,,
tp,31,33,58,59,,,,,
tp,33,34,,,,,,,
tp,33,56,57,58,,,,,
tp,34,36,,,,,,,
tp,35,56,,,,,,,
tp,35,36,,,,,,,
tp,54,,,,,,,,
tp,37,40,,,,,,,
tp,38,39,52,53,,,,,
tp,39,50,51,,,,,,
tp,40,41,,,,,,,
tp,41,43,,,,,,,
tp,43,44,,,,,,,
tp,44,48,49,,,,,,
tp,44,45,,,,,,,
tp,45,,,,,,,,
tp,,,,,,,,,,
tp,47,65,,,,,,,
tp,63,64,,,,,,,
bs,49,,,,,,,,
bs,50,,,,,,,,
bs,51,,,,,,,,
bs,52,,,,,,,,
bs,53,,,,,,,,
bs,54,,,,,,,,
bs,55,,,,,,,,
bs,56,,,,,,,,
bs,57,,,,,,,,
bs,58,,,,,,,,
bs,59,,,,,,,,
bs,60,,,,,,,,
bs,61,,,,,,,,
bs,62,,,,,,,,
bs,63,,,,,,,,
bs,64,,,,,,,,
bs,65,,,,,,,,
bs,,,,,,,,,,
