ax,14,,,,,,
tt,3,5,64,65,83,84,
tt,5,62,63,83,,,
tt,6,7,59,60,61,,
tt,6,60,61,62,82,83,
tt,7,59,60,81,,,
tt,8,9,58,59,,,
tt,11,57,58,59,79,80,
tt,10,56,57,58,,,
tt,11,14,55,56,57,,
tt,12,55,57,78,79,,
tt,13,14,53,54,55,77,78
tt,17,54,76,77,,,
tt,15,51,53,55,56,,
tt,16,17,51,52,53,,
tt,17,18,50,51,52,74,75
tt,52,75,76,,,,
tt,19,49,50,51,73,74,
tt,20,47,48,49,73,,
tt,21,24,46,47,72,,
tt,22,23,43,45,46,47,48
tt,23,43,45,,,,
tt,25,26,39,41,43,44,
tt,25,44,46,71,,,
tt,41,42,44,70,71,,
tt,27,39,40,41,42,69,
tt,28,37,39,40,,,
tt,29,30,31,34,35,37,
tt,30,32,35,36,38,66,67
tt,37,40,67,68,69,,
tt,32,34,35,,,,
tt,35,36,,,,,
ap,51,,,,,,
tp,35,37,,,,,
tp,36,38,,,,,
tp,66,,,,,,
tp,38,40,,,,,
tp,67,,,,,,
tp,40,41,,,,,
tp,42,69,,,,,
tp,42,44,,,,,
tp,44,69,70,,,,
tp,44,,,,,,
tp,46,71,,,,,
tp,48,,,,,,
tp,47,71,72,,,,
tp,48,,,,,,
tp,49,51,,,,,
tp,51,,,,,,
tp,51,74,,,,,
tp,53,,,,,,
tp,53,54,75,76,,,
tp,54,55,,,,,
tp,76,,,,,,
tp,56,,,,,,
tp,57,,,,,,
tp,58,79,,,,,
tp,59,,,,,,
tp,60,80,81,,,,
tp,61,81,82,,,,
tp,62,,,,,,
tp,63,83,,,,,
tp,65,83,,,,,
tp,65,84,,,,,
tp,,,,,,,,
bs,67,,,,,,
bs,68,,,,,,
bs,69,,,,,,
bs,70,,,,,,
bs,71,,,,,,
bs,72,,,,,,
bs,73,,,,,,
bs,74,,,,,,
bs,75,,,,,,
bs,76,,,,,,
bs,77,,,,,,
bs,78,,,,,,
bs,79,,,,,,
bs,80,,,,,,
bs,81,,,,,,
bs,82,,,,,,
bs,83,,,,,,
bs,84,,,,,,
bs,,,,,,,,
