Label,x,y,ID
ax,1060.57416563659,1821.61248454883,1
tt,1655.48145859085,1837.43448702101,2
tt,1494.09703337454,1739.33807169345,3
tt,1481.43943139679,2001.98331273177,4
tt,1342.20580964153,1929.2021013597,5
tt,1386.50741656366,2112.73733003708,6
tt,1228.28739184178,1989.32571075402,7
tt,1073.23176761434,1970.33930778739,8
tt,1073.23176761434,2232.98454882571,9
tt,861.216934487021,2239.31334981459,10
tt,892.860939431397,2068.43572311496,11
tt,614.39369592089,2103.24412855377,12
tt,582.749690976514,1989.32571075402,13
tt,737.805315203955,1865.91409147095,14
tt,478.324474660074,1900.72249690977,15
tt,646.037700865266,1631.74845488257,16
tt,421.365265760198,1707.69406674907,17
tt,405.54326328801,1555.80284301607,18
tt,354.912855377009,1293.15760197775,19
tt,513.132880098887,1081.14276885043,20
tt,649.202101359703,900.771940667491,21
tt,763.120519159456,1033.67676143387,22
tt,646.037700865266,1280.5,23
ap,867.545735475896,1805.79048207664,24
tp,1706,1628,25
tp,1623,1651,26
tp,1567,1721,27
tp,1685,1734,28
tp,1489,1832,29
tp,1394,1853,30
tp,1550,1924,31
tp,1404,1968,32
tp,1311,1993,33
tp,1290,2118,34
tp,1132,2068,35
tp,971,2003,36
tp,993,2261,37
tp,962,2148,38
tp,791,2139,39
tp,790,2073,40
tp,674,2122,41
tp,857.433250927071,1922.9239802225,42
tp,755,1962,43
tp,668,2014,44
tp,655,1924,45
tp,643,1836,46
tp,502,1805,47
tp,569,1710,48
tp,519,1603,49
tp,413,1455,50
tp,563,1403,51
tp,515,1246,52
tp,663,1173,53
tp,555,948,54
tp,682,1037,55
bs,1810,1656,56
bs,1742,1834,57
bs,1661,1942,58
bs,1531,2078,59
bs,1399,2194,60
bs,1224,2267,61
bs,1059,2370,62
bs,885,2354,63
bs,731,2266,64
bs,562,2181,65
bs,458,2009,66
bs,367,1837,67
bs,315,1678,68
bs,301,1534,69
bs,283,1372,70
bs,345,1202,71
bs,403,1014,72
bs,459,825,73
bp,880.35043263288,1586.04140914709,0
bx,1107.2305315204,1588.33312731768,-1
mc,1899.85346468839,1780.10794421363,74
mc,1802.28085633703,1974.86392473844,75
mc,1699.07710119817,2090.41348084923,76
mc,1538.57668296124,2231.03274423713,77
mc,1380.33767815434,2346.0794025395,78
mc,1177.88241349477,2413.11500658171,79
mc,991.054596483031,2507.33116570669,80
mc,796.832921729139,2479.31158463056,81
mc,624.606677243216,2376.25827772196,82
mc,438.310559812596,2271.42869743377,83
mc,320.454647657297,2076.51076197439,84
mc,219.248714615568,1877.57073576717,85
mc,162.510042262954,1692.94120887999,86
mc,148.004212469089,1525.71049270235,87
mc,134.152352475502,1335.65712229522,88
mc,206.466951398509,1136.53992530849,89
mc,285.120136273793,916.118619434887,90
mc,369.146535311606,700.892055786372,91
air,2089.73871029002,1781.10780031253,-256
air,1987.27343063794,2017.70261826349,-257
air,1875.36495472941,2160.98258816085,-258
air,1697.15594407884,2335.48380527916,-259
air,1518.75531291561,2476.07157382879,-260
air,1290.2370036322,2566.19620165302,-261
air,1078.64627467453,2675.80995998361,-262
air,857.601725510524,2659.21310962795,-263
air,656.979637121135,2563.36626172625,-264
air,438.192302669433,2461.31653860497,-265
air,287.27522337187,2263.47742214004,-266
air,151.65800259773,2055.02186103363,-267
air,65.820854435397,1856.36889064369,-268
air,27.7140153547962,1672.63793972166,-269
air,-11.1545658043114,1457.89993684656,-270
air,39.5936466032954,1227.15287336853,-271
air,100.944706271801,962.344339472445,-272
air,179.261289709977,699.892199687467,-273
