ax,18,,,,,,,
tt,3,5,63,67,68,89,90,
tt,4,63,88,89,,,,
tt,5,8,60,63,87,88,,
tt,6,63,65,68,,,,
tt,7,61,62,66,,,,
tt,8,10,58,60,61,62,,
tt,9,58,60,85,86,87,,
tt,10,11,56,58,85,,,
tt,12,56,57,58,59,61,,
tt,12,13,54,56,84,85,,
tt,17,55,56,57,,,,
tt,14,17,53,54,82,83,,
tt,15,16,17,49,51,52,81,82
tt,16,21,22,47,48,49,79,
tt,17,20,46,47,49,50,51,
tt,50,52,53,,,,,
tt,19,25,26,39,40,41,43,
tt,20,24,25,42,43,44,75,
tt,21,43,44,46,47,50,,
tt,22,23,44,45,47,48,,
tt,23,45,77,78,,,,
tt,24,45,76,77,,,,
tt,44,45,75,76,,,,
tt,26,39,41,42,74,,,
tt,27,31,38,39,40,,,
tt,28,31,37,38,40,72,73,
tt,29,30,31,36,37,71,72,
tt,30,34,35,70,71,,,
tt,33,34,35,69,,,,
tt,36,37,38,,,,,
ap,50,,,,,,,
tp,34,35,69,,,,,
tp,35,36,,,,,,
tp,69,70,,,,,,
tp,37,,,,,,,
tp,38,72,,,,,,
tp,39,40,73,,,,,
tp,40,41,,,,,,
tp,41,73,,,,,,
tp,42,73,74,,,,,
tp,44,74,75,,,,,
tp,44,46,50,,,,,
tp,45,46,75,,,,,
tp,48,77,,,,,,
tp,47,50,,,,,,
tp,48,49,,,,,,
tp,78,79,80,,,,,
tp,51,80,81,,,,,
tp,51,52,,,,,,
tp,52,,,,,,,
tp,53,,,,,,,
tp,55,,,,,,,
tp,55,83,84,,,,,
tp,57,,,,,,,
tp,57,59,,,,,,
tp,59,,,,,,,
tp,61,86,,,,,,
tp,61,,,,,,,
tp,62,64,87,,,,,
tp,62,,,,,,,
tp,64,66,,,,,,
tp,64,68,88,,,,,
tp,65,66,,,,,,
tp,66,68,,,,,,
tp,,,,,,,,,
tp,68,90,,,,,,
tp,,,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,76,,,,,,,
bs,77,,,,,,,
bs,78,,,,,,,
bs,79,,,,,,,
bs,80,,,,,,,
bs,81,,,,,,,
bs,82,,,,,,,
bs,83,,,,,,,
bs,84,,,,,,,
bs,85,,,,,,,
bs,86,,,,,,,
bs,87,,,,,,,
bs,88,,,,,,,
bs,89,,,,,,,
bs,90,,,,,,,
bs,,,,,,,,,
