Source,Target,flow,value
1,8,u,0.125645122198032
1,31,u,0.0225236915929326
-1,1,u,0.148168813790965
3,2,u,0.0023032294369002
4,2,u,0.00469496073422326
2,56,u,0.0005942815126871
58,2,u,9.02997701022645e-05
2,59,u,0.000886383157241566
2,77,u,0.00241025602935685
2,78,u,0.00319756924194059
4,3,u,0.00239173129732306
3,56,u,0.000824604456377109
57,3,u,0.000876125769541503
3,58,u,0.000140023173587744
5,4,u,0.0125087043749911
4,56,u,0.0010637775861094
57,4,u,0.000636952639809207
4,58,u,0.000379196303320084
4,76,u,0.00173623899104594
4,77,u,0.00287975210277915
6,5,u,0.0162406722283397
55,5,u,0.000763419481790395
5,57,u,0.000613917797689911
5,75,u,0.000894360108904646
5,76,u,0.00298710942854505
7,6,u,0.0198334603931741
34,6,u,0.00202427192847092
6,55,u,0.000860647741043552
6,57,u,0.00223798502052386
6,75,u,0.00251842733173859
8,7,u,0.0469757240382163
7,10,u,0.0170200729855827
7,54,u,0.00101026705495761
7,74,u,0.00461015023344564
7,75,u,0.00450177337105599
8,9,u,0.0683049121863686
8,34,u,0.00465664651466811
8,54,u,0.00570783945877924
10,9,u,0.0043091151625696
9,11,u,0.0659940930224092
9,52,u,0.00408345952790592
9,53,u,0.00365912655848124
54,9,u,0.00112265175985762
10,52,u,0.00451437104416286
54,10,u,0.00069174024360068
10,73,u,0.00598018408756382
10,74,u,0.00290814293488739
11,13,u,0.0306307362652443
11,15,u,0.0279365594731651
11,49,u,0.00257940405864061
11,50,u,0.000470445371085182
52,11,u,0.002515949774335
11,71,u,0.00432994390703336
11,72,u,0.0025629537215754
13,12,u,0.00670607741074347
12,14,u,0.00277508411446581
15,12,u,0.00940025420282264
12,16,u,0.0107734079471959
12,33,u,0.000208424612071134
12,46,u,0.00138207983679628
12,47,u,0.00150227248806791
12,48,u,0.000619339923925066
49,12,u,0.00115427730895816
13,17,u,0.0276019910308518
13,33,u,0.000879032353145481
49,13,u,0.000483669567883815
50,13,u,0.00259262825543924
51,13,u,0.00148006670617309
15,14,u,0.0121753383172885
14,16,u,0.00799832383273014
14,47,u,0.00122476407662129
14,48,u,0.000341831512478441
14,69,u,0.00333772319252397
14,70,u,0.00204777981740123
15,48,u,0.00155936534420733
15,70,u,0.00326531364913007
15,71,u,0.00153628795971685
16,45,u,0.00282769031044565
16,46,u,0.000304739042076641
16,47,u,0.000424931693348274
16,66,u,0.00556429625360151
16,67,u,0.00559878795380113
16,68,u,0.00405128652665381
17,18,u,0.0265120100533407
33,17,u,0.0018811667499397
17,44,u,0.00186321950951185
17,45,u,0.00181543974315441
46,17,u,0.000707511525214599
18,19,u,0.0139371030031665
18,21,u,0.0129214211616371
18,43,u,0.00127722864653905
44,18,u,0.000787981495822221
45,18,u,0.000835761262179657
19,20,u,0.0130534507327691
43,19,u,0.000116481653777623
45,19,u,0.00222947156249633
19,65,u,0.00272247110601178
19,66,u,0.000507134380659569
22,20,u,0.00048284408063326
20,23,u,0.010300456314412
20,41,u,0.000810955189880325
42,20,u,0.000491546478053762
43,20,u,0.00142182672705453
20,64,u,0.00292113048148415
20,65,u,0.00141712603273492
21,22,u,0.0135862884936653
21,32,u,0.000514802970206363
21,42,u,0.00091536677937607
43,21,u,1.49134696247e-05
44,21,u,0.00208012361198593
22,25,u,0.0135312927642395
32,22,u,0.000843825879160143
22,41,u,0.000859239597943651
42,22,u,0.00044326206999048
23,24,u,0.00435947033821082
23,40,u,0.00113489747975604
41,23,u,0.000219090441560876
23,63,u,0.0031340940879641
23,64,u,0.00189108485004295
25,24,u,0.00161147796901662
24,40,u,0.000698950445934976
41,24,u,0.000655037475381981
24,62,u,0.00322888828253158
24,63,u,0.00269814705414304
25,26,u,0.0115536062308677
25,40,u,0.000860098242836616
41,25,u,0.000493889678480297
26,27,u,0.00441715910345475
26,28,u,0.00482163821050574
26,30,u,0.00186917994950897
26,38,u,0.000607015516302489
26,39,u,0.00013387583134401
40,26,u,0.000295262380250128
