Source,Target,flow,value
1,14,u,0.127402740546669
1,24,u,0.020794865375212
-1,1,u,0.148197605921881
3,2,u,0.00240470530594039
6,2,u,0.00224873249168822
54,2,u,0.000236160401331276
2,55,u,0.000659913590860439
57,2,u,1.62411524295081e-05
2,78,u,0.00191290251180387
2,79,u,0.00233302324872557
4,3,u,0.00512795979120639
3,6,u,0.00015597281425217
7,3,u,0.0018702096344323
53,3,u,0.000293685645535646
3,54,u,4.31012926274121e-06
3,78,u,0.00215337304239793
3,79,u,0.00257349377931964
5,4,u,0.0133046554263045
4,7,u,0.0032577501567741
50,4,u,0.000497095962953509
52,4,u,0.000352003469732232
4,53,u,0.000219110333584993
4,77,u,0.00288276555590605
4,78,u,0.00266616902151857
8,5,u,0.0148150167739449
49,5,u,0.000301470304933815
5,50,u,0.000833369579676946
5,52,u,0.000978462072898267
7,6,u,0.00202618244868447
54,6,u,1.12871521624314e-05
56,6,u,0.000248148096414535
6,57,u,0.000208632096739292
58,6,u,5.85499634195408e-05
6,59,u,4.27758865052308e-05
52,7,u,0.000677778485409597
53,7,u,0.000106664682092417
7,54,u,0.000191331092706015
56,7,u,4.55298515460889e-05
9,8,u,0.0209487831666877
47,8,u,0.00127288327711592
48,8,u,0.000865430192578698
8,49,u,0.00118003137246068
8,50,u,0.00231487125707144
8,51,u,8.95649968749357e-05
8,75,u,0.000617186059402997
8,76,u,0.0040704261766277
10,9,u,0.0208516338165401
46,9,u,0.00214859251379012
9,47,u,0.000821995039552847
9,48,u,0.00122944812409007
11,10,u,0.0273412432520159
46,10,u,6.34291321361058e-05
10,74,u,0.00175581080988629
10,75,u,0.00479722775772578
12,11,u,0.0319446911112087
42,11,u,0.00183485207928196
43,11,u,0.00152750983313421
45,11,u,0.00142229895982351
11,46,u,0.00267069519306551
11,73,u,0.00222747840328004
11,74,u,0.00448993513508786
13,12,u,0.0273007468809663
40,12,u,0.00167246559346874
41,12,u,0.00471845673480189
12,43,u,0.00166695927798668
44,12,u,0.00169215133125573
12,45,u,0.00177217015129734
15,13,u,0.0389272626579479
38,13,u,0.000821278098848088
39,13,u,0.00317217457939756
13,40,u,0.00105760909462789
13,42,u,0.00408969171993552
13,71,u,0.00433677096796208
13,72,u,0.00613589667270245
14,15,u,0.0611263277195215
14,20,u,0.0396025083731549
14,35,u,0.00622794353978109
14,37,u,0.00559579946482085
14,39,u,0.00683318445834935
14,41,u,0.00801697699104169
15,16,u,0.0173522390744029
15,36,u,0.00157165944095796
