Label,x,y,ID
ax,880.312646370023,1048.18149882904,1
tt,1401.90515222482,775.394613583139,2
tt,1293.98946135831,880.312646370024,3
tt,1246.02693208431,760.406323185012,4
tt,1123.12295081967,769.399297423888,5
tt,1006.21428571429,850.336065573771,6
tt,910.289227166276,811.366510538642,7
tt,862.326697892272,958.251756440281,8
tt,727.432084309133,904.293911007026,9
tt,760.406323185012,766.401639344263,10
tt,493.614754098361,820.359484777518,11
tt,358.720140515223,1015.20725995316,12
tt,499.610070257611,1033.19320843091,13
tt,205.839578454333,934.270491803279,14
tt,280.781030444965,838.34543325527,15
tt,193.848946135831,1156.09718969555,16
tt,448.649882903981,1192.06908665105,17
tt,469.633489461358,1299.98477751756,18
tt,367.713114754098,1413.89578454333,19
tt,508.603044496487,1542.79508196721,20
tt,583.544496487119,1353.94262295082,21
tt,673.474238875878,1467.85362997658,22
tt,637.502341920375,1692.67798594848,23
tt,781.389929742389,1779.61007025761,24
tt,823.357142857143,1599.75058548009,25
tt,994.223653395784,1662.70140515223,26
tt,1000.21896955503,1803.59133489461,27
tt,1201.06206088993,1842.56088992974,28
tt,1287.99414519906,1698.67330210773,29
tt,1153.09953161593,1611.7412177986,30
ap,754.411007025761,1219.04800936768,31
tp,669.72131147541,1360.20491803279,32
tp,445.459016393443,1061.18852459016,33
tp,929.39344262295,925.450819672131,34
tp,1279,1568,35
tp,1199,1557,36
tp,1111,1555,37
tp,1167,1681,38
tp,1082,1609,39
tp,882,1672,40
tp,719,1559,41
tp,600,1432,42
tp,472,1381,43
tp,548,1262,44
tp,378,1261,45
tp,330,1106,46
tp,225,1008,47
tp,315,894,48
tp,422,912,49
tp,532,933,50
tp,608,1021,51
tp,568,819,52
tp,655,930,53
tp,829,845,54
tp,1092,807,55
tp,1320,748,56
tp,1166,846,57
tp,1349,829,58
tp,1473,801,59
bs,1189,1907,60
bs,1025,1865,61
bs,847,1838,62
bs,661,1774,63
bs,502,1633,64
bs,368,1499,65
bs,232,1339,66
bs,133,1202,67
bs,73,1040,68
bs,139,916,69
bs,202,794,70
bs,336,722,71
bs,493,725,72
bs,666,715,73
bs,841,708,74
bs,1015,718,75
bs,1180,695,76
bs,1317,658,77
bs,1462,681,78
bx,1045.45901639344,1238.23770491803,-1
bp,878.245901639344,1342.5,0
mc,1103.27248082223,2029.18838228952,79
mc,910.230184812458,1960.43111564223,80
mc,713.033324935916,1903.818981177,81
mc,515.766602801704,1808.44515421864,82
mc,352.738142594886,1632.67406307451,83
mc,221.19722099433,1472.01570110015,84
mc,91.8676791132571,1287.59823977918,85
mc,-0.0980396550361888,1134.44172773901,86
mc,-50.7966939772165,956.611830148304,87
mc,24.9454502230546,819.715172607092,88
mc,99.2374269010879,685.74538401992,89
mc,245.198812913846,603.533326481034,90
mc,411.382804300973,600.02863657169,91
mc,600.055734309862,581.094951053023,92
mc,797.151568364833,565.323711311094,93
mc,999.8449909835,569.509145020262,94
mc,1202.95599646351,547.513625926761,95
mc,1372.27223282304,519.348679812779,96
mc,1547.72751917777,558.811617710483,97
air,1162.70396346678,2204.36400539786,-260
air,921.643964562121,2145.06135610287,-261
air,680.781893444933,2085.96849456506,-262
air,443.893531315362,1978.89415437953,-263
air,243.144942416748,1781.69731809009,-264
air,86.7458291700252,1599.06460230451,-265
air,-62.1180597792053,1390.10186058581,-266
air,-165.090839331332,1218.08367962743,-267
air,-224.810333629291,1019.3641470439,-268
air,-154.833102440971,863.284336734428,-269
air,-84.2446137039066,709.260078067556,-270
air,60.2610570602491,607.610889547631,-271
air,226.663506849684,590.160444750039,-272
air,417.876132409883,549.013917523976,-273
air,622.375999886774,504.725850590618,-274
air,840.259899414519,475.961303732252,-275
air,1072.27457813992,416.590110217535,-276
air,1274.08299531006,362.576636076191,-277
air,1488.29603653322,383.635994602139,-278
