Label,x,y,ID
ax,1085.88936959209,875.45673671199,1
tt,1284.52599531616,1502.75339578454,2
tt,1259.93139678616,1410.24042027194,3
tt,1135.29742388759,1260.56276346604,4
tt,1044.7521631644,1264.67799752781,5
tt,1070.0673671199,1163.41718170581,6
tt,867.545735475896,1106.45797280593,7
tt,962.477750309023,979.88195302843,8
tt,962.477750309023,805.839925834363,9
tt,854.888133498146,634.962299134734,10
tt,627.05129789864,926.087144622991,11
tt,544.776885043263,796.346724351051,12
tt,709.325710754017,701.414709517923,13
tt,665.024103831891,565.345488257108,14
tt,484.653275648949,609.647095179234,15
tt,652.366501854141,403.961063040791,16
tt,823.24412855377,369.152657601978,17
tt,1066.90296662546,441.933868974042,18
tt,1228.28739184178,426.111866501854,19
tt,1234.61619283065,274.220642768851,20
tt,1573.20704573548,302.700247218789,21
tt,1392.83621755253,470.413473423981,22
tt,1535.23423980222,495.728677379481,23
tt,1661.81025957973,546.359085290482,24
tt,1734.59147095179,397.632262051916,25
tt,1908.35035128806,472.831615925058,26
tt,1889.64709517923,647.619901112485,27
ap,1063.73856613103,688.757107540173,28
tp,1353.0243559719,1397.55948477752,29
tp,1433.75456674473,1539.44894613583,30
tp,1225,1300,31
tp,1132.85105386417,1360.86393442623,32
tp,1169.54660421546,1148.02974238876,33
tp,1018,1076,34
tp,979,1174,35
tp,938,885,36
tp,865,962,37
tp,769,1033,38
tp,772,923,39
tp,857,820,40
tp,688,828,41
tp,849,725,42
tp,548,695,43
tp,773.234660421545,656.309367681499,44
tp,655.808899297424,658.755737704918,45
tp,567,513,46
tp,867,579,47
tp,751,499,48
tp,943,481,49
tp,989,339,50
tp,1131,329,51
tp,1120,521,52
tp,1343,372,53
tp,1481,393,54
tp,1267.40140515222,551.115456674473,55
tp,1670,343,56
tp,1626,440,57
tp,1472.89648711944,578.025526932084,58
tp,1792,519,59
tp,1984.18782201405,551.115456674473,60
tp,2072,635,61
tp,1729.76533957845,653.862997658079,62
bs,1303,1623,63
bs,1186,1524,64
bs,1058,1423,65
bs,925,1294,66
bs,777,1171,67
bs,624,1043,68
bs,510,877,69
bs,384,720,70
bs,381,544,71
bs,516,385,72
bs,673,287,73
bs,850,238,74
bs,1052,174,75
bs,1255,195,76
bs,1441,227,77
bs,1632,226,78
bs,1819,323,79
bs,1999,405,80
bs,2122,497,81
bp,1247.83044496487,734.593208430913,0
bx,1247.83044496487,932.749180327869,-1
mc,1169.68771366037,1704.59661472781,82
mc,1038.11608037827,1574.60157647202,83
mc,902.707420695994,1440.73099087046,84
mc,769.540791573362,1277.79482368184,85
mc,626.55440895882,1128.61725161803,86
mc,480.547859653254,980.938283506842,87
mc,376.238937812265,796.141163336662,88
mc,258.935120965239,626.250603969091,89
mc,267.967056611473,436.047570971907,90
mc,419.619292379391,261.951503777209,91
mc,592.815772373737,152.833451024038,92
mc,786.732407968008,95.0755968261088,93
mc,1013.6475278818,22.4768628012127,94
mc,1240.36014153983,39.3855798185599,95
mc,1453.12087025427,71.1691374328605,96
mc,1677.66353328548,76.5175095470179,97
mc,1898.85163836869,188.635238719463,98
mc,2111.67013204497,296.668958423228,99
mc,2255.31228633963,415.403385272189,100
air,1153.69296151439,1897.64176877383,-263
air,980.459114064751,1759.52842101435,-264
air,806.756353477504,1609.00355636019,-265
air,639.531576182465,1421.39101969798,-266
air,474.037844159976,1248.0365174792,-267
air,313.471887971777,1078.95809417566,-268
air,197.460207553124,870.70944884592,-269
air,73.6318792384297,682.686161930329,-270
air,77.2687700939208,470.053851511396,-271
air,226.015221308873,268.254460367787,-272
air,399.950294809682,134.800948123719,-273
air,597.492912954159,53.715264093354,-274
air,834.048432496627,-50.0933000323326,-275
air,1074.02860114993,-59.8922236844569,-276
air,1306.16310054521,-55.0278416078389,-277
air,1561.60906925057,-78.5748015919697,-278
air,1822.94233344165,10.4217683465576,-279
air,2085.81935162061,104.694999907203,-280
air,2271.30703848561,222.358231226174,-281
