ax,2,12,,,,,,
tt,3,11,48,49,50,52,,
tt,4,11,49,51,78,79,,
tt,11,51,53,54,79,80,,
tt,6,11,53,54,55,56,57,
tt,7,54,57,58,59,80,81,
tt,8,58,59,60,61,62,,
tt,9,10,61,62,,,,
tt,59,62,63,82,,,,
tt,63,65,66,,,,,
tt,50,51,52,53,,,,
tt,13,47,48,76,77,,,
tt,14,44,45,46,47,,,
tt,15,41,42,43,44,45,74,75
tt,16,39,41,42,74,,,
tt,17,18,38,39,40,41,,
tt,18,20,36,37,38,,,
tt,19,37,39,72,73,,,
tt,20,35,37,71,72,,,
tt,22,33,34,35,36,37,,
tt,22,23,33,35,70,71,,
tt,23,32,33,34,,,,
tt,24,31,32,69,70,,,
tt,25,27,30,31,32,,,
tt,26,30,,,,,,
tt,27,29,30,,,,,
tt,29,30,31,67,68,,,
ap,47,,,,,,,
tp,30,67,,,,,,
tp,31,68,,,,,,
tp,32,68,69,,,,,
tp,33,34,,,,,,
tp,34,35,,,,,,
tp,35,,,,,,,
tp,37,71,72,,,,,
tp,37,38,,,,,,
tp,39,72,,,,,,
tp,40,,,,,,,
tp,41,73,74,,,,,
tp,41,43,,,,,,
tp,42,43,,,,,,
tp,43,74,75,,,,,
tp,44,46,,,,,,
tp,45,46,,,,,,
tp,47,75,,,,,,
tp,47,,,,,,,
tp,48,76,,,,,,
tp,49,50,77,,,,,
tp,51,77,78,,,,,
tp,52,,,,,,,
tp,53,79,,,,,,
tp,53,55,,,,,,
tp,54,55,,,,,,
tp,57,80,81,,,,,
tp,56,,,,,,,
tp,57,60,,,,,,
tp,58,60,,,,,,
tp,60,,,,,,,
tp,62,81,82,,,,,
tp,61,,,,,,,
tp,62,,,,,,,
tp,,,,,,,,,
tp,64,65,82,83,,,,
tp,65,66,83,84,,,,
tp,66,,,,,,,
tp,84,,,,,,,
bs,68,,,,,,,
bs,69,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,76,,,,,,,
bs,77,,,,,,,
bs,78,,,,,,,
bs,79,,,,,,,
bs,80,,,,,,,
bs,81,,,,,,,
bs,82,,,,,,,
bs,83,,,,,,,
bs,84,,,,,,,
bs,,,,,,,,,
