Label,x,y,ID
ax,887.901774397972,1067.97782002535,1
tt,1394.06147021546,737.027249683144,2
tt,1381.08301647655,860.322560202789,3
tt,1290.23384030418,824.631812420786,4
tt,1270.76615969582,730.538022813688,5
tt,1111.78010139417,733.782636248416,6
tt,994.97401774398,840.854879594423,7
tt,913.858681875792,759.739543726236,8
tt,764.606463878327,759.739543726236,9
tt,735.404942965779,879.790240811154,10
tt,719.181875792142,970.639416983524,11
tt,560.195817490494,918.725602027884,12
tt,446.634347275032,844.099493029151,13
tt,216.266793409379,941.437896070976,14
tt,281.159062103929,1042.02091254753,15
tt,453.123574144487,1064.73320659062,16
tt,339.562103929024,1230.20849176172,17
tt,543.972750316857,1269.14385297845,18
tt,368.763624841572,1356.7484157161,19
tt,462.857414448669,1509.24524714829,20
tt,543.972750316857,1434.61913814956,21
tt,689.980354879594,1424.88529784537,22
tt,722.426489226869,1496.26679340938,23
tt,582.908111533587,1603.33903675539,24
tt,764.606463878327,1707.16666666667,25
tt,887.901774397972,1502.75602027883,26
tt,1076.08935361217,1596.84980988593,27
tt,988.484790874525,1794.77122940431,28
tt,1179.91698352345,1687.6989860583,29
tt,1115.0247148289,1807.74968314322,30
ap,719.181875792142,1145.84854245881,31
tp,1253,1646,32
tp,1213,1776,33
tp,1076,1703,34
tp,946,1586,35
tp,915,1701,36
tp,810,1594,37
tp,662,1627,38
tp,595,1489,39
tp,580,1354,40
tp,455,1400,41
tp,421,1278,42
tp,475,1194,43
tp,399,1131,44
tp,255.949809885931,1154.41558935361,45
tp,513,1089,46
tp,388,1014,47
tp,331,937,48
tp,305,841,49
tp,507,979,50
tp,634,988,51
tp,593,832,52
tp,844,812,53
tp,866,901,54
tp,1092,822,55
tp,1217,769,56
tp,1175,827,57
tp,1325,771,58
tp,1439,794,59
bs,1191,1913,60
bs,1033,1861,61
bs,876,1828,62
bs,691,1777,63
bs,514,1631,64
bs,365,1500,65
bs,252,1343,66
bs,132,1194,67
bs,93,1042,68
bs,144,912,69
bs,194,795,70
bs,332,710,71
bs,496,718,72
bs,682,709,73
bs,846,695,74
bs,1027,706,75
bs,1189,678,76
bs,1318,662,77
bs,1471,686,78
bp,918.509133489461,1303.95854800937,0
bx,1133.43840749415,1212.95245901639,-1
mc,1113.46511314604,2022.2850162538,79
mc,929.671265989658,1946.31146572922,80
mc,756.36979214334,1888.36130238175,81
mc,561.113551448642,1809.92998542003,82
mc,380.007718633046,1630.02943772619,83
mc,233.366410983031,1474.95061478678,84
mc,126.238908121072,1296.7504462025,85
mc,13.1750730861242,1132.0685039664,86
mc,-17.7598069235315,966.586880270669,87
mc,42.2295510764167,824.835505032492,88
mc,101.640316824912,697.919814684738,89
mc,251.442331527814,602.9236930625,90
mc,423.715645158351,605.173383006602,91
mc,624.942810433547,587.759121679913,92
mc,808.52513027798,566.35122388314,93
mc,1016.20184689576,572.44000094869,94
mc,1211.41549690319,545.892396298959,95
mc,1366.74337070936,537.184306800232,96
mc,1548.53488685396,576.714983746204,97
air,1165.99065286364,2179.82208751152,-260
air,939.340848541541,2112.09252712153,-261
air,729.155704253985,2052.17905039287,-262
air,498.960057314402,1963.92285639136,-263
air,280.947998576558,1763.3112181968,-264
air,111.954550626753,1588.24678112931,-265
air,-12.0741545471446,1388.65451487426,-266
air,-135.742306654096,1205.55642919492,-267
air,-174.254732757406,1022.14045199506,-268
air,-119.436083212247,862.797115023778,-269
air,-63.0518491454792,719.211869800851,-270
air,85.393718329384,605.096064569597,-271
air,257.973207828529,594.862921762969,-272
air,461.933170413727,556.061828361786,-273
air,652.442845517576,509.648653156066,-274
air,874.737051144246,485.465448888517,-275
air,1095.71717581219,426.767421420432,-276
air,1277.610301401,397.069507086716,-277
air,1496.00934713636,419.177912488478,-278
