ax,7,,,,,,,,
tt,3,4,55,56,77,78,,,
tt,4,5,53,54,55,56,,,
tt,5,53,55,76,77,,,,
tt,6,52,53,54,75,76,,,
tt,7,8,50,51,52,75,,,
tt,9,51,,,,,,,
tt,10,50,74,75,,,,,
tt,10,11,48,49,51,,,,
tt,49,50,73,74,,,,,
tt,12,15,46,48,49,,,,
tt,13,15,44,45,46,47,49,71,72
tt,14,45,47,68,69,70,,,
tt,15,16,41,42,44,45,67,68,
tt,16,42,43,44,46,,,,
tt,17,18,39,40,41,66,,,
tt,18,38,39,65,66,,,,
tt,37,38,39,40,,,,,
tt,20,21,22,35,36,64,,,
tt,22,36,37,38,64,65,,,
tt,22,23,24,34,35,36,,,
tt,23,36,37,,,,,,
tt,24,25,32,34,,,,,
tt,27,33,34,35,62,63,,,
tt,27,29,31,32,33,,,,
tt,28,29,57,59,60,,,,
tt,28,31,33,61,62,,,,
tt,29,31,59,60,61,,,,
tt,31,32,58,59,,,,,
ap,43,,,,,,,,
tp,33,59,61,,,,,,
tp,33,34,,,,,,,
tp,34,62,,,,,,,
tp,35,,,,,,,,
tp,36,63,64,,,,,,
tp,37,38,,,,,,,
tp,38,39,,,,,,,
tp,39,65,,,,,,,
tp,40,41,66,,,,,,
tp,42,43,,,,,,,
tp,42,66,67,68,,,,,
tp,43,44,,,,,,,
tp,46,48,,,,,,,
tp,45,46,,,,,,,
tp,47,,,,,,,,
tp,48,49,,,,,,,
tp,70,71,,,,,,,
tp,49,,,,,,,,
tp,50,51,72,73,,,,,
tp,51,74,,,,,,,
tp,,,,,,,,,,
tp,54,75,,,,,,,
tp,54,55,76,,,,,,
tp,,,,,,,,,,
tp,56,77,,,,,,,
tp,78,,,,,,,,
tp,58,59,,,,,,,
tp,59,,,,,,,,
tp,60,,,,,,,,
bs,61,,,,,,,,
bs,62,,,,,,,,
bs,63,,,,,,,,
bs,64,,,,,,,,
bs,65,,,,,,,,
bs,66,,,,,,,,
bs,67,,,,,,,,
bs,68,,,,,,,,
bs,69,,,,,,,,
bs,70,,,,,,,,
bs,71,,,,,,,,
bs,72,,,,,,,,
bs,73,,,,,,,,
bs,74,,,,,,,,
bs,75,,,,,,,,
bs,76,,,,,,,,
bs,77,,,,,,,,
bs,78,,,,,,,,
bs,,,,,,,,,,
