Source,Target,flow,value
1,14,u,0.12844995386378
1,33,u,0.0208072451515192
-1,1,u,0.149257199015299
3,2,u,0.00799325633570436
2,72,u,6.40404513694737e-05
2,73,u,0.0010586975705607
2,91,u,0.00265541096981448
2,92,u,0.00421510734396002
4,3,u,0.0150079762886022
71,3,u,0.000830443617021937
3,72,u,0.000863366084939932
3,90,u,0.00352706088159516
3,91,u,0.00345473660338493
5,4,u,0.0140310244653008
70,4,u,0.00164730583513921
4,71,u,0.000670354011838281
6,5,u,0.0180997227825768
5,69,u,0.00223944524751696
70,5,u,0.000244203388609154
5,71,u,0.00207345645836834
7,6,u,0.029422953752344
66,6,u,0.00240517575798807
68,6,u,0.00140517636262358
6,69,u,0.00404941752577459
6,70,u,0.00156576888964857
6,87,u,0.00325659855475355
6,88,u,0.00626179812020276
8,7,u,0.0151057765636449
9,7,u,0.0162301175210759
7,66,u,0.00053711961724634
67,7,u,0.000161298297480084
7,68,u,0.00153711901261082
9,8,u,0.00112434095743108
13,8,u,0.0153004632349831
64,8,u,0.000156415664970444
65,8,u,0.00192153333875531
8,66,u,0.0020476972736108
8,67,u,0.00134927935888443
10,9,u,0.00843377895973263
13,9,u,0.0141761222775521
64,9,u,4.3981569227336e-05
9,66,u,0.00216013136935391
9,86,u,0.00313929295865014
11,10,u,0.00942673062476218
13,10,u,0.00574234331781942
63,10,u,0.000798816213198039
10,64,u,0.000799396326745905
10,85,u,0.00275204401467848
10,86,u,0.00398267085462343
11,12,u,0.0140974114894115
14,11,u,0.0322921032852681
11,62,u,1.54522168549498e-06
11,63,u,0.000143856849278201
11,84,u,0.00492784202297609
11,85,u,0.00369471707715472
12,15,u,0.00398186043963966
12,61,u,0.00212105365241388
62,12,u,0.00140819592725565
12,83,u,0.005884592450579
12,84,u,0.00351810087403495
14,13,u,0.0359764905922109
63,13,u,0.000224581881416075
13,64,u,0.00137363065852782
65,13,u,0.000391487015256953
14,15,u,0.0503713752143192
14,62,u,0.00323075555021228
14,63,u,0.00337306717780499
14,65,u,0.00320616204396411
15,16,u,0.0420073921593668
15,36,u,0.00642032916629645
15,60,u,0.00420264671984643
15,61,u,0.00172286760844993
16,17,u,0.0346186671603699
16,59,u,0.00292171821731668
16,60,u,1.90750390975936e-06
61,16,u,0.00247787160748678
16,82,u,0.00565730369457964
16,83,u,0.00128566719067833
17,18,u,0.0126809575592859
17,22,u,0.0244601629579086
36,17,u,0.00124227676567719
17,57,u,0.00193101378256468
17,58,u,0.00078891733713542
59,17,u,0.000540148498720328
60,17,u,0.00345995921212725
18,35,u,0.00490963680976235
18,56,u,0.00236694652838696
18,57,u,0.000662918026636117
