ax,25,,,,,,
tt,3,5,28,29,,,
tt,4,29,53,,,,
tt,5,6,29,31,53,54,
tt,6,28,29,30,31,,
tt,7,8,31,54,55,,
tt,8,9,30,31,32,50,55
tt,9,10,32,33,55,56,
tt,26,32,33,34,50,51,
tt,11,33,34,35,57,,
tt,12,13,26,34,35,36,
tt,13,14,15,35,36,37,
tt,14,35,37,58,59,60,
tt,16,37,39,60,61,62,
tt,16,26,36,39,40,,
tt,17,39,40,63,64,,
tt,18,25,26,40,41,64,65
tt,19,41,42,43,65,66,
tt,20,23,42,44,45,66,67
tt,21,23,45,47,67,68,
tt,22,23,24,47,68,69,
tt,24,49,69,,,,
tt,24,45,46,47,52,,
tt,49,52,,,,,
tt,26,41,43,51,,,
tt,36,40,41,51,,,
ap,50,,,,,,
tp,29,30,,,,,
tp,53,,,,,,
tp,31,50,,,,,
tp,54,,,,,,
tp,33,34,50,55,,,
tp,34,35,56,57,,,
tp,36,51,,,,,
tp,37,58,,,,,
tp,37,38,,,,,
tp,39,59,,,,,
tp,,,,,,,,
tp,62,63,,,,,
tp,41,64,,,,,
tp,42,43,51,65,,,
tp,43,44,48,66,,,
tp,44,48,,,,,
tp,46,48,,,,,
tp,46,47,67,,,,
tp,48,,,,,,
tp,49,52,68,,,,
tp,,,,,,,,
tp,52,69,,,,,
tp,51,,,,,,
tp,,,,,,,,
tp,,,,,,,,
bs,54,,,,,,
bs,55,,,,,,
bs,56,,,,,,
bs,57,,,,,,
bs,58,,,,,,
bs,59,,,,,,
bs,60,,,,,,
bs,61,,,,,,
bs,62,,,,,,
bs,63,,,,,,
bs,64,,,,,,
bs,65,,,,,,
bs,66,,,,,,
bs,67,,,,,,
bs,68,,,,,,
bs,69,,,,,,
bs,,,,,,,,
