Id,Label,P,C,S,Pi,Psi
-1,bx,0,0,0,0,0
0,bp,0.217391304347826,0,0,0,0.217391304347826
1,ax,-0.796834033106281,0,0,0,-0.796834033106281
2,tt,-1.04103894260851,0,0,0,-1.04103894260851
3,tt,-1.03484935391636,0,0,0,-1.03484935391636
4,tt,-1.04765627685723,0,0,0,-1.04765627685723
5,tt,-1.03023180398969,0,0,0,-1.03023180398969
6,tt,-1.03311654288395,0,0,0,-1.03311654288395
7,tt,-1.03145757954977,0,0,0,-1.03145757954977
8,tt,-1.0215160684938,0,0,0,-1.0215160684938
9,tt,-1.01633195804112,0,0,0,-1.01633195804112
10,tt,-1.01330260121354,0,0,0,-1.01330260121354
11,tt,-1.00761538583333,0,0,0,-1.00761538583333
12,tt,-0.98223117295375,0,0,0,-0.98223117295375
13,tt,-0.957094082293228,0,0,0,-0.957094082293228
14,tt,-0.962646033991519,0,0,0,-0.962646033991519
15,tt,-0.928210822816182,0,0,0,-0.928210822816182
16,tt,-0.919561622461896,0,0,0,-0.919561622461896
17,tt,-0.903924598360951,0,0,0,-0.903924598360951
18,tt,-0.870614197489829,0,0,0,-0.870614197489829
19,tt,-0.884402928400484,0,0,0,-0.884402928400484
20,tt,-0.941585758203008,0,0,0,-0.941585758203008
21,tt,-0.867795313410019,0,0,0,-0.867795313410019
22,tt,-0.902718025125786,0,0,0,-0.902718025125786
23,tt,-0.932460800001042,0,0,0,-0.932460800001042
24,tt,-0.961623818520302,0,0,0,-0.961623818520302
25,tt,-0.981229586379603,0,0,0,-0.981229586379603
26,tt,-0.994713186073386,0,0,0,-0.994713186073386
27,tt,-1.00206142907729,0,0,0,-1.00206142907729
28,ap,1.5273982470733,0.947018647983877,0,2.47048587941923,-0.943087632345926
29,tp,1.57862477266893,0.989635689043268,16.6376260931678,2.58166087938781,-1.00303610671888
30,tp,1.57521885096213,0.991355543423229,16.6424800543541,2.58614746048037,-1.01092860951825
31,tp,1.58111081933673,0.988265778660221,16.633749726826,2.57808719658379,-0.99697637724706
32,tp,1.57878166321235,0.989556248408418,16.6374015407529,2.58145364274356,-1.00267197953121
33,tp,1.58415243362503,0.986230997561971,16.6279754950676,2.57277906671576,-0.98862663309073
34,tp,1.59154610751917,0.981243848004142,16.6137389558352,2.55976909844598,-0.968222990926804
35,tp,1.60399578164968,0.974529744812427,16.5943817852964,2.54225402927241,-0.938258247622729
36,tp,1.58895964861938,0.983128544149344,16.6191328696043,2.56468570196126,-0.975726053341886
37,tp,1.61735525866439,0.960508394293342,16.5532348554825,2.50567655686304,-0.888321298198649
38,tp,1.60552879367837,0.973786612787845,16.5922263050283,2.54031542206844,-0.934786628390069
39,tp,1.61584799923894,0.964907649086184,16.5662508003863,2.51715288509462,-0.901304885855671
40,tp,1.61401837201883,0.95775185935024,16.5450283646624,2.49848558901087,-0.884467216992044
41,tp,1.61304147296901,0.966641714396775,16.57135518893,2.52167653821689,-0.908635065247885
42,tp,1.61153247453988,0.96336944419716,16.561711351225,2.5131401727092,-0.901607698169316
43,tp,1.61717524544155,0.974142369537046,16.5932580690951,2.54124348407364,-0.924068238632089
44,tp,1.59565471160176,0.952280187934822,16.5286220272417,2.48421164942437,-0.888556937822611
45,tp,1.62421140698714,0.9715772974175,16.5857993256956,2.53455198495214,-0.910340577964996
46,tp,1.61460876482632,0.966304466114961,16.5703638240768,2.52079675921797,-0.906187994391652
47,tp,1.61136984294762,0.972842444342665,16.5894821766117,2.53785237150806,-0.926482528560436
48,tp,1.58951652018356,0.960447160881043,16.5530528439754,2.5055168173682,-0.91600029718464
49,tp,1.59862036949871,0.972193877798002,16.5875952680849,2.53616045710504,-0.937540087606329
50,tp,1.58429042852188,0.967358070190835,16.5734592536992,2.52354529431545,-0.93925486579357
51,tp,1.57761939255649,0.974791743569381,16.5951412013599,2.54293750496833,-0.965318112411843
52,tp,1.58723665262574,0.986181255630709,16.6278340767229,2.57264930502727,-0.98541265240153
53,tp,1.57780321450512,0.979881740216745,16.6098297288659,2.55621577025949,-0.978412555754364
54,tp,1.5809920615395,0.983932160136618,16.621428027648,2.5667820935722,-0.985790032032702
55,tp,1.5794003282676,0.987880895770751,16.6326590653528,2.57708315326776,-0.997682825000159
56,tp,1.57165764088902,0.991298974186126,16.6423206027854,2.58599988841115,-1.01434224752213
57,tp,1.57758410859986,0.986897162096376,16.6298680896973,2.57451688896364,-0.996932780363774
58,tp,1.57102797187042,0.990974883055469,16.6414069232724,2.58515443244929,-1.01412646057887
59,tp,1.56626650220896,0.993885602570202,16.6495952459004,2.59274762132198,-1.02648111911302
60,tp,1.56585048617226,0.994391199272066,16.6510134997734,2.59406657054784,-1.02821608437558
61,tp,1.56354125337718,0.995746460688285,16.6548092480969,2.59760203861789,-1.03406078524071
62,tp,1.56000117906441,0.997181081537683,16.6588178994328,2.60134453150154,-1.04134335243712
63,tp,1.56430469659278,0.995296770230458,16.6535507322873,2.59642893191241,-1.03212423531963
64,tp,1.56229605190361,0.996187711496608,16.6560432250896,2.59875312882458,-1.03645707692096
65,bs,1.56131320880044,0.997341155860443,16.6592645867207,2.60176211710545,-1.04044890830501
66,bs,1.56809319402322,0.994671261896199,16.6517985932724,2.59479716942226,-1.02670397539904
67,bs,1.57060859517319,0.993042844307605,16.6472285432909,2.59054911932633,-1.01994052415314
68,bs,1.57512137961404,0.990713012020085,16.6406682563608,2.58447128994041,-1.00934991032636
69,bs,1.57243722049537,0.990751581695556,16.6407771446672,2.58457190658489,-1.01213468608952
