Label,x,y,ID
ax,1494.83255269321,1093.14637002342,1
tt,772.396955503513,976.237704918033,2
tt,967.244730679157,850.336065573771,3
tt,905.977049180328,999.606557377049,4
tt,1174.0831381733,832.350117096019,5
tt,1108.13466042155,727.432084309134,6
tt,1237.03395784543,703.450819672132,7
tt,1398.9074941452,634.50468384075,8
tt,1539.79742388759,478.626463700235,9
tt,1674.69203747073,571.553864168619,10
tt,1713.66159250585,697.455503512881,11
tt,1626.72950819672,985.230679156909,12
tt,1863.54449648712,928.275175644029,13
tt,1662.70140515222,871.319672131148,14
tt,1782.60772833724,1090.14871194379,15
tt,1562.71147540984,1130.11147540984,16
tt,1644.71545667447,1255.01990632319,17
tt,1566.77634660422,1413.89578454333,18
tt,1467.99016393443,1279.56065573771,19
tt,1620.73419203747,1332.95901639344,20
tt,2028.41569086651,595.535128805621,21
tt,2094.36416861827,484.621779859485,22
tt,2001.43676814988,403.685011709602,23
tt,1832.14098360656,618.616393442623,24
tt,1798.46229508197,469.167213114754,25
tt,1938.48594847775,493.614754098361,26
ap,1470.85128805621,934.270491803279,27
tp,1017.53770491803,1026.97049180328,28
tp,1137,915,29
tp,799,1050,30
tp,891,903,31
tp,1239,810,32
tp,1083,798,33
tp,1308,727,34
tp,1485,701,35
tp,1509,557,36
tp,1621,625,37
tp,1701,460,38
tp,1765,344,39
tp,1882,392,40
tp,1738,578,41
tp,1834,508,42
tp,2024,460,43
tp,1926,548,44
tp,1775,676,45
tp,1929,677,46
tp,1829,791,47
tp,1655,768,48
tp,1720.58032786885,894.360655737705,49
tp,1777,964,50
tp,1722,1120,51
tp,1637,1170,52
tp,1589,1310,53
tp,1565,1228,54
tp,1513,1363,55
bs,659,966,56
bs,761,856,57
bs,859,773,58
bs,995,703,59
bs,1158,610,60
bs,1312,553,61
bs,1442,443,62
bs,1604,339,63
bs,1761,264,64
bs,1908,230,65
bs,2036,297,66
bs,2157,367,67
bs,2132,518,68
bs,2072,677,69
bs,1955,838,70
bs,1894,1005,71
bs,1808,1130,72
bs,1728,1259,73
bs,1652,1395,74
bs,1547,1464,75
bp,1339.59016393443,986.977049180328,0
bx,1379.58360655738,1161.68524590164,-1
mc,577.903041175626,863.00268052014,76
mc,713.784199074437,733.705958061906,77
mc,844.386639461663,642.724851777573,78
mc,1019.08936362815,574.140126064824,79
mc,1218.92587975372,493.92587830686,80
mc,1396.30198873111,452.609067906615,81
mc,1536.62853456619,352.277318180879,82
mc,1707.67565388172,258.772053854056,83
mc,1871.16629171556,192.946831736785,84
mc,2023.48625943808,167.967037539715,85
mc,2157.51594747174,247.816272399878,86
mc,2282.81106179519,330.16603088771,87
mc,2260.40914479459,491.613335115613,88
mc,2202.23924669785,662.07005793131,89
mc,2086.05478945769,834.868433171816,90
mc,2023.93100650671,1022.40971277053,91
mc,1934.24759224384,1165.30878082336,92
mc,1845.29135749405,1317.54828782981,93
mc,1751.456025727,1480.40294782494,94
mc,1628.09695882437,1566.99731947986,95
air,415.538627497002,868.700368441853,-256
air,556.925791938773,691.396306825826,-257
air,703.413768855851,561.970184853528,-258
air,907.864127790785,455.718787659203,-259
air,1147.45259753614,348.027844029828,-260
air,1357.624395568,294.815816263951,-261
air,1515.17874789531,191.235171124184,-262
air,1703.34355388512,96.3654672066054,-263
air,1880.76044626959,30.7660108138111,-264
air,2045.99510646255,7.0694978366937,-265
air,2197.28806735081,90.2953374192173,-266
air,2338.07718207117,177.390632257899,-267
air,2328.02449805631,343.887810983359,-268
air,2282.65105035149,520.901335085116,-269
air,2178.86198708778,701.521177688599,-270
air,2136.45681751871,905.223500557037,-271
air,2061.97602492293,1064.90901009553,-272
air,1989.70287829823,1243.11725172336,-273
air,1909.66583750298,1443.46621902196,-274
air,1790.461372503,1561.29963155815,-275
