ax,4,,,,,,,
tt,3,20,21,22,24,25,44,45
tt,4,22,23,25,26,46,,
tt,5,23,26,27,28,47,,
tt,6,7,13,27,29,30,33,
tt,7,29,30,48,49,50,,
tt,8,30,31,32,33,34,51,52
tt,9,10,31,32,34,,,
tt,10,32,35,53,54,55,,
tt,11,12,34,35,36,37,,
tt,12,35,37,56,57,,,
tt,13,14,36,37,38,58,,
tt,15,33,36,38,39,,,
tt,15,38,40,58,59,60,,
tt,16,17,39,40,41,,,
tt,17,18,40,41,43,,,
tt,18,40,42,43,60,61,,
tt,42,43,62,63,,,,
ap,27,,,,,,,
tp,21,24,,,,,,
tp,22,,,,,,,
tp,23,25,,,,,,
tp,26,28,,,,,,
tp,25,44,45,,,,,
tp,26,45,46,,,,,
tp,28,46,47,,,,,
tp,29,33,39,,,,,
tp,29,47,48,,,,,
tp,30,48,,,,,,
tp,31,,,,,,,
tp,33,50,51,,,,,
tp,35,52,53,,,,,
tp,34,36,,,,,,
tp,35,,,,,,,
tp,37,55,56,,,,,
tp,37,38,,,,,,
tp,57,58,,,,,,
tp,40,,,,,,,
tp,41,,,,,,,
tp,41,42,43,60,,,,
tp,43,,,,,,,
tp,43,61,62,,,,,
tp,,,,,,,,
bs,45,,,,,,,
bs,46,,,,,,,
bs,47,,,,,,,
bs,48,,,,,,,
bs,49,,,,,,,
bs,50,,,,,,,
bs,51,,,,,,,
bs,52,,,,,,,
bs,53,,,,,,,
bs,54,,,,,,,
bs,55,,,,,,,
bs,56,,,,,,,
bs,57,,,,,,,
bs,58,,,,,,,
bs,59,,,,,,,
bs,60,,,,,,,
bs,61,,,,,,,
bs,62,,,,,,,
bs,63,,,,,,,
bs,,,,,,,,
