ax,6,,,,,,
tt,3,44,45,47,48,49,50
tt,4,42,44,45,46,67,
tt,5,42,66,67,,,
tt,6,40,41,42,64,65,
tt,7,41,42,43,46,,
tt,8,39,41,43,,,
tt,9,32,39,43,,,
tt,10,17,30,32,33,34,
tt,11,33,34,56,57,,
tt,12,13,34,35,57,58,
tt,14,16,32,34,35,37,39
tt,14,15,35,36,59,60,
tt,15,16,35,36,37,38,
tt,36,38,61,62,,,
tt,37,38,39,40,41,63,
tt,18,19,29,31,33,54,55
tt,21,25,26,29,31,,
tt,20,28,29,53,54,,
tt,21,23,27,28,52,,
tt,22,26,27,28,29,,
tt,23,27,,,,,
tt,27,51,,,,,
ap,43,,,,,,
tp,26,30,31,,,,
tp,28,29,,,,,
tp,28,51,52,,,,
tp,29,52,53,,,,
tp,31,54,,,,,
tp,31,32,33,,,,
tp,33,,,,,,
tp,34,39,,,,,
tp,34,55,56,,,,
tp,35,39,57,,,,
tp,36,58,59,,,,
tp,38,60,61,,,,
tp,38,39,,,,,
tp,62,63,,,,,
tp,41,43,,,,,
tp,41,63,64,,,,
tp,42,43,,,,,
tp,45,46,,,,,
tp,,,,,,,,
tp,45,47,67,68,,,
tp,46,48,,,,,
tp,,,,,,,,
tp,49,50,68,,,,
tp,49,,,,,,
tp,50,,,,,,
tp,,,,,,,,
bs,52,,,,,,
bs,53,,,,,,
bs,54,,,,,,
bs,55,,,,,,
bs,56,,,,,,
bs,57,,,,,,
bs,58,,,,,,
bs,59,,,,,,
bs,60,,,,,,
bs,61,,,,,,
bs,62,,,,,,
bs,63,,,,,,
bs,64,,,,,,
bs,65,,,,,,
bs,66,,,,,,
bs,67,,,,,,
bs,68,,,,,,
bs,,,,,,,,
