ax,10,,,,,,,,
tt,3,58,76,,,,,,
tt,4,56,57,58,75,76,,,
tt,5,54,55,56,73,74,,,
tt,6,9,51,52,53,54,72,73,
tt,7,9,50,72,,,,,
tt,8,14,47,50,71,72,,,
tt,9,10,12,14,45,46,47,48,49
tt,48,49,50,51,,,,,
tt,11,42,45,48,,,,,
tt,12,16,42,43,45,,,,
tt,13,15,43,44,45,46,,,
tt,14,15,44,68,69,,,,
tt,46,47,69,70,,,,,
tt,16,40,43,44,66,67,,,
tt,17,39,40,41,42,43,,,
tt,18,37,38,40,65,66,,,
tt,24,35,36,37,38,,,,
tt,20,24,33,34,35,63,64,,
tt,23,30,33,62,63,,,,
tt,22,23,27,60,,,,,
tt,23,26,27,29,,,,,
tt,26,28,29,30,31,,,,
tt,32,34,35,36,,,,,
ap,42,,,,,,,,
tp,28,29,33,,,,,,
tp,29,30,60,61,,,,,
tp,31,33,,,,,,,
tp,30,61,,,,,,,
tp,33,61,62,,,,,,
tp,32,33,34,,,,,,
tp,34,36,,,,,,,
tp,34,,,,,,,,
tp,35,,,,,,,,
tp,36,37,64,,,,,,
tp,39,,,,,,,,
tp,38,64,65,,,,,,
tp,39,40,,,,,,,
tp,41,,,,,,,,
tp,43,66,,,,,,,
tp,42,,,,,,,,
tp,43,45,,,,,,,
tp,44,,,,,,,,
tp,67,68,,,,,,,
tp,46,48,,,,,,,
tp,47,59,,,,,,,
tp,49,70,71,,,,,,
tp,49,,,,,,,,
tp,50,,,,,,,,
tp,51,72,,,,,,,
tp,52,,,,,,,,
tp,53,,,,,,,,
tp,54,,,,,,,,
tp,55,73,,,,,,,
tp,56,,,,,,,,
tp,57,75,,,,,,,
tp,58,,,,,,,,
tp,76,,,,,,,,
tp,69,,,,,,,,
bs,61,,,,,,,,
bs,62,,,,,,,,
bs,63,,,,,,,,
bs,64,,,,,,,,
bs,65,,,,,,,,
bs,66,,,,,,,,
bs,67,,,,,,,,
bs,68,,,,,,,,
bs,69,,,,,,,,
bs,70,,,,,,,,
bs,71,,,,,,,,
bs,72,,,,,,,,
bs,73,,,,,,,,
bs,74,,,,,,,,
bs,75,,,,,,,,
bs,76,,,,,,,,
bs,,,,,,,,,,
