ax,12,,,,,,,
tt,3,4,30,31,56,57,,
tt,4,6,28,29,31,33,58,59
tt,28,30,31,,,,,
tt,6,7,29,32,33,,,
tt,7,32,33,59,60,,,
tt,8,32,34,60,61,,,
tt,9,34,35,36,61,62,,
tt,10,36,38,62,63,,,
tt,11,25,36,38,41,,,
tt,14,24,37,41,45,48,,
tt,14,15,16,49,50,51,52,
tt,14,15,21,47,49,50,70,71
tt,48,49,,,,,,
tt,50,51,71,72,,,,
tt,17,19,52,54,,,,
tt,20,52,53,54,73,,,
tt,19,20,53,55,74,75,,
tt,20,53,54,55,,,,
tt,53,55,74,,,,,
tt,22,26,43,44,46,68,69,
tt,23,43,67,68,,,,
tt,26,40,43,65,66,,,
tt,26,41,42,44,45,46,,
tt,26,38,39,40,41,42,,
tt,40,42,43,44,,,,
ap,48,,,,,,,
tp,29,30,31,,,,,
tp,32,33,,,,,,
tp,31,56,,,,,,
tp,57,58,,,,,,
tp,33,34,,,,,,
tp,59,,,,,,,
tp,35,,,,,,,
tp,36,37,,,,,,
tp,37,62,,,,,,
tp,41,48,,,,,,
tp,39,41,63,,,,,
tp,40,63,64,,,,,
tp,42,64,65,,,,,
tp,42,45,,,,,,
tp,44,,,,,,,
tp,66,67,,,,,,
tp,46,,,,,,,
tp,46,47,48,,,,,
tp,47,69,70,,,,,
tp,48,49,70,,,,,
tp,49,,,,,,,
tp,50,,,,,,,
tp,51,71,,,,,,
tp,52,72,73,,,,,
tp,54,73,,,,,,
tp,54,55,74,,,,,
tp,55,,,,,,,
tp,75,,,,,,,
bs,57,,,,,,,
bs,58,,,,,,,
bs,59,,,,,,,
bs,60,,,,,,,
bs,61,,,,,,,
bs,62,,,,,,,
bs,63,,,,,,,
bs,64,,,,,,,
bs,65,,,,,,,
bs,66,,,,,,,
bs,67,,,,,,,
bs,68,,,,,,,
bs,69,,,,,,,
bs,70,,,,,,,
bs,71,,,,,,,
bs,72,,,,,,,
bs,73,,,,,,,
bs,74,,,,,,,
bs,75,,,,,,,
bs,,,,,,,,,
