Id,Label,P,C,S,Pi,Psi
-1,bx,0,0,0,0,0
0,bp,0.217391304347826,0,0,0,0.217391304347826
1,ax,-0.772549781672353,0,0,0,-0.772549781672353
2,tt,-1.11528197060435,0,0,0,-1.11528197060435
3,tt,-1.10955792807421,0,0,0,-1.10955792807421
4,tt,-1.11084678361233,0,0,0,-1.11084678361233
5,tt,-1.10058007144171,0,0,0,-1.10058007144171
6,tt,-1.08200666420564,0,0,0,-1.08200666420564
7,tt,-1.06648938583894,0,0,0,-1.06648938583894
8,tt,-1.07184160895366,0,0,0,-1.07184160895366
9,tt,-1.00743541350848,0,0,0,-1.00743541350848
10,tt,-1.03768216535139,0,0,0,-1.03768216535139
11,tt,-1.0299150908811,0,0,0,-1.0299150908811
12,tt,-1.01428721391237,0,0,0,-1.01428721391237
13,tt,-0.961332890118383,0,0,0,-0.961332890118383
14,tt,-1.00527580153207,0,0,0,-1.00527580153207
15,tt,-1.01458131703,0,0,0,-1.01458131703
16,tt,-0.987252998357165,0,0,0,-0.987252998357165
17,tt,-0.953352355531737,0,0,0,-0.953352355531737
18,tt,-0.928242653710465,0,0,0,-0.928242653710465
19,tt,-0.953992135760806,0,0,0,-0.953992135760806
20,tt,-0.954815267096638,0,0,0,-0.954815267096638
21,tt,-0.955520144682029,0,0,0,-0.955520144682029
22,tt,-0.947809699031937,0,0,0,-0.947809699031937
23,tt,-0.906599462617651,0,0,0,-0.906599462617651
24,ap,1.43217248871254,0.923573654463414,0,2.40932496610597,-0.977152477393431
25,tp,1.60282331895814,0.984494004468597,16.6230306061975,2.5682477758917,-0.965424456933565
26,tp,1.6021115585918,0.985290996047919,16.625301285712,2.57032688642128,-0.968215327829479
27,tp,1.60715260213574,0.981340365563517,16.6140156403077,2.56002088363316,-0.952868281497423
28,tp,1.61291238455499,0.976271741080772,16.5994252375853,2.54679837187021,-0.933885987315229
29,tp,1.60383945851125,0.983924997502994,16.6214075985819,2.56676340842248,-0.962923949911229
30,tp,1.60371640215178,0.976378623275816,16.5997341824724,2.54707719526422,-0.943360793112441
31,tp,1.58920527186858,0.974033133444316,16.5929411956147,2.54095852007089,-0.951753248202301
32,tp,1.57373128456744,0.979691362646433,16.6092826995777,2.55571913262705,-0.981987848059609
33,tp,1.56341954707898,0.975263668287724,16.5965080752655,2.54416861415007,-0.980749067071091
34,tp,1.53274731074471,0.969800261782949,16.5806132242632,2.52991623522141,-0.997168924476703
35,tp,1.54556971221308,0.981817281465938,16.6153827028463,2.56126501330802,-1.01569530109494
36,tp,1.52881670430806,0.978789200769763,16.6066866242692,2.55336566452797,-1.02454896021991
37,tp,1.49759891304231,0.958167011917266,16.5462662574159,2.49956859678144,-1.00196968373913
38,tp,1.51194002789171,0.975510974326502,16.5972253550832,2.54481376097796,-1.03287373308626
39,tp,1.50144235039683,0.978301831966089,16.6052836997486,2.55209426638802,-1.05065191599119
40,tp,1.4952921256452,0.969670560159515,16.5802338064147,2.52957788282475,-1.03428575717955
41,tp,1.48345967023745,0.99175493988411,16.6436052437726,2.58718936532459,-1.10372969508714
42,tp,1.48967243382507,0.985982740294841,16.6272697064946,2.57213143842015,-1.08245900459509
43,tp,1.48256999840634,0.993372788007903,16.6481555180152,2.59140984287631,-1.10883984446997
44,tp,1.47734712961866,0.996525989379626,16.6569886165837,2.59963559374235,-1.12228846412369
45,tp,1.4802031260897,0.995668316556219,16.6545906213764,2.59739818415817,-1.11719505806847
46,tp,1.47558328103368,0.997461234519623,16.6595995891394,2.60207536609221,-1.12649208505853
47,bs,1.59143805551149,0.989580713602449,16.6374707030598,2.58151746505215,-0.990079409540656
48,bs,1.59416542310396,0.988742915718277,16.6351008729292,2.57933190318696,-0.985166480082997
49,bs,1.59149666726395,0.988650285458457,16.6348386466798,2.57909025879128,-0.987593591527332
50,bs,1.58795163649702,0.986149598836688,16.6277440972698,2.57256672200445,-0.984615085507436
51,bs,1.56936688453178,0.987288482884061,16.6309788330447,2.57553772681341,-1.00617084228163
52,bs,1.55459696001585,0.9886127638413,16.6347324410658,2.57899237621467,-1.02439541619882
53,bs,1.54177272226137,0.988548519803412,16.6345503720168,2.57882478290616,-1.03705206064479
54,bs,1.53589330763368,0.988351107745865,16.6339913599272,2.57830979441925,-1.04241648678558
55,bs,1.52657306762368,0.989130907824249,16.636198586715,2.58034405751061,-1.05377098988693
56,bs,1.51736041990413,0.988104673566907,16.6332934980926,2.57766692201054,-1.06030650210641
57,bs,1.50966375687282,0.988075793444554,16.6332116671287,2.57759158248622,-1.06792782561339
58,bs,1.50161954539154,0.986905061108789,16.6298902942288,2.57453749510341,-1.07291794971187
59,bs,1.49706366834916,0.986919956221753,16.6299326097887,2.57457635195837,-1.07751268360921
60,bs,1.49382677888749,0.987305705214095,16.6310278785175,2.57558265467544,-1.08175587578795
61,bs,1.48404791921622,0.991413886923636,16.6426444363204,2.58629966106715,-1.10225174185093
62,bs,1.48057488565418,0.993311643977916,16.6479837838211,2.59125033655295,-1.11067545089876
63,bs,1.4671306486901,0.999290814232003,16.6646955434414,2.60684818746625,-1.13971753877614
64,bs,1.46286350938371,1.00192719712647,16.6720114080804,2.61372571488071,-1.150862205497
65,bs,1.46113912848421,1.00289196388686,16.674680586855,2.61624250022972,-1.15510337174551
66,bs,1.46044103770493,1.00332195153246,16.6758688351682,2.61736420824364,-1.15692317053871
